pr,year,month,iso
10.1413,1914,7,DJI
205.136,1914,8,DJI
67.4062,1914,9,DJI
37.1689,1914,10,DJI
1.29557,1914,11,DJI
5.99459,1914,12,DJI
4.20373,1915,1,DJI
1.58909,1915,2,DJI
20.3827,1915,3,DJI
17.2415,1915,4,DJI
12.1303,1915,5,DJI
1.57104,1915,6,DJI
8.32552,1915,7,DJI
10.4611,1915,8,DJI
70.5712,1915,9,DJI
2.36558,1915,10,DJI
4.20081,1915,11,DJI
2.51637,1915,12,DJI
6.60503,1916,1,DJI
44.3571,1916,2,DJI
77.9696,1916,3,DJI
15.3745,1916,4,DJI
6.27802,1916,5,DJI
1.66126,1916,6,DJI
183.967,1916,7,DJI
61.5094,1916,8,DJI
9.10326,1916,9,DJI
0.63012,1916,10,DJI
1.45387,1916,11,DJI
19.8359,1916,12,DJI
2.30538,1917,1,DJI
8.69917,1917,2,DJI
1.42674,1917,3,DJI
9.49638,1917,4,DJI
7.23577,1917,5,DJI
2.90346,1917,6,DJI
14.2883,1917,7,DJI
146.418,1917,8,DJI
54.462,1917,9,DJI
2.185,1917,10,DJI
0.52289,1917,11,DJI
11.5089,1917,12,DJI
1.7681,1918,1,DJI
4.90011,1918,2,DJI
4.62145,1918,3,DJI
15.875,1918,4,DJI
3.2517,1918,5,DJI
1.08044,1918,6,DJI
7.17096,1918,7,DJI
12.4028,1918,8,DJI
3.5797,1918,9,DJI
1.9138,1918,10,DJI
1.82844,1918,11,DJI
1.50501,1918,12,DJI
1.62784,1919,1,DJI
2.44272,1919,2,DJI
118.936,1919,3,DJI
3.18395,1919,4,DJI
2.24143,1919,5,DJI
1.2211,1919,6,DJI
139.232,1919,7,DJI
12.5804,1919,8,DJI
24.0112,1919,9,DJI
0.38551,1919,10,DJI
2.63063,1919,11,DJI
0.27789,1919,12,DJI
8.88806,1920,1,DJI
38.8074,1920,2,DJI
6.33561,1920,3,DJI
9.19408,1920,4,DJI
2.6714,1920,5,DJI
1.49883,1920,6,DJI
18.1051,1920,7,DJI
153.984,1920,8,DJI
20.3298,1920,9,DJI
13.3462,1920,10,DJI
2.43868,1920,11,DJI
0.62008,1920,12,DJI
8.66286,1921,1,DJI
0.94383,1921,2,DJI
3.70135,1921,3,DJI
2.56814,1921,4,DJI
5.79777,1921,5,DJI
1.71891,1921,6,DJI
95.3343,1921,7,DJI
18.3903,1921,8,DJI
7.27683,1921,9,DJI
4.99468,1921,10,DJI
4.8014,1921,11,DJI
3.76827,1921,12,DJI
0.1718,1922,1,DJI
0.78807,1922,2,DJI
92.6048,1922,3,DJI
2.14558,1922,4,DJI
55.4102,1922,5,DJI
1.18852,1922,6,DJI
13.6886,1922,7,DJI
104.7,1922,8,DJI
16.5717,1922,9,DJI
1.10745,1922,10,DJI
0.72501,1922,11,DJI
3.15917,1922,12,DJI
0.1718,1923,1,DJI
13.3112,1923,2,DJI
31.5611,1923,3,DJI
11.529,1923,4,DJI
4.14505,1923,5,DJI
1.0572,1923,6,DJI
23.0325,1923,7,DJI
64.8431,1923,8,DJI
123.595,1923,9,DJI
5.84716,1923,10,DJI
18.9442,1923,11,DJI
12.3705,1923,12,DJI
5.96768,1924,1,DJI
40.7418,1924,2,DJI
25.5503,1924,3,DJI
20.6667,1924,4,DJI
5.19867,1924,5,DJI
2.32685,1924,6,DJI
10.9644,1924,7,DJI
61.6987,1924,8,DJI
6.16747,1924,9,DJI
1.70258,1924,10,DJI
0.29419,1924,11,DJI
25.2399,1924,12,DJI
15.0396,1925,1,DJI
44.4176,1925,2,DJI
2.5554,1925,3,DJI
6.77509,1925,4,DJI
5.45774,1925,5,DJI
2.447,1925,6,DJI
13.4023,1925,7,DJI
64.5611,1925,8,DJI
24.7172,1925,9,DJI
3.00459,1925,10,DJI
35.453,1925,11,DJI
1.16506,1925,12,DJI
10.3339,1926,1,DJI
100.509,1926,2,DJI
17.8953,1926,3,DJI
24.2679,1926,4,DJI
61.7772,1926,5,DJI
2.11914,1926,6,DJI
22.8368,1926,7,DJI
31.2433,1926,8,DJI
6.16993,1926,9,DJI
2.40672,1926,10,DJI
17.8754,1926,11,DJI
4.54158,1926,12,DJI
2.44453,1927,1,DJI
6.66295,1927,2,DJI
2.02559,1927,3,DJI
43.4271,1927,4,DJI
4.09888,1927,5,DJI
1.43089,1927,6,DJI
11.3611,1927,7,DJI
14.2963,1927,8,DJI
149.65,1927,9,DJI
0.41541,1927,10,DJI
2.71304,1927,11,DJI
0.16894,1927,12,DJI
0.55685,1928,1,DJI
1.39703,1928,2,DJI
4.26372,1928,3,DJI
38.5062,1928,4,DJI
7.42583,1928,5,DJI
1.56547,1928,6,DJI
11.5278,1928,7,DJI
15.9187,1928,8,DJI
2.48914,1928,9,DJI
2.05201,1928,10,DJI
53.4263,1928,11,DJI
1.92151,1928,12,DJI
1.39614,1929,1,DJI
2.73901,1929,2,DJI
8.91874,1929,3,DJI
10.8447,1929,4,DJI
7.75771,1929,5,DJI
2.83859,1929,6,DJI
17.9063,1929,7,DJI
28.5188,1929,8,DJI
118.956,1929,9,DJI
1.76496,1929,10,DJI
21.1738,1929,11,DJI
29.4374,1929,12,DJI
13.9144,1930,1,DJI
9.19138,1930,2,DJI
15.8915,1930,3,DJI
36.1235,1930,4,DJI
4.16759,1930,5,DJI
3.0366,1930,6,DJI
10.7549,1930,7,DJI
74.0491,1930,8,DJI
18.6207,1930,9,DJI
10.1,1930,10,DJI
0.21957,1930,11,DJI
40.1817,1930,12,DJI
2.49217,1931,1,DJI
10.5665,1931,2,DJI
8.82496,1931,3,DJI
9.27798,1931,4,DJI
11.6752,1931,5,DJI
0.7426,1931,6,DJI
20.5681,1931,7,DJI
35.2339,1931,8,DJI
50.8802,1931,9,DJI
0.8253,1931,10,DJI
0.06363,1931,11,DJI
0.04497,1931,12,DJI
0.24829,1932,1,DJI
4.22236,1932,2,DJI
57.0524,1932,3,DJI
5.73268,1932,4,DJI
59.8471,1932,5,DJI
0.75079,1932,6,DJI
98.3571,1932,7,DJI
147.886,1932,8,DJI
11.7349,1932,9,DJI
0.99621,1932,10,DJI
10.6186,1932,11,DJI
27.9108,1932,12,DJI
6.75301,1933,1,DJI
3.30384,1933,2,DJI
3.28747,1933,3,DJI
30.6694,1933,4,DJI
4.45192,1933,5,DJI
2.0988,1933,6,DJI
16.6064,1933,7,DJI
22.7565,1933,8,DJI
2.79779,1933,9,DJI
5.25798,1933,10,DJI
1.64162,1933,11,DJI
1.81573,1933,12,DJI
4.30356,1934,1,DJI
12.0222,1934,2,DJI
12.5081,1934,3,DJI
12.7917,1934,4,DJI
11.3952,1934,5,DJI
6.22816,1934,6,DJI
33.9551,1934,7,DJI
67.2594,1934,8,DJI
3.89206,1934,9,DJI
0.77426,1934,10,DJI
6.59235,1934,11,DJI
4.42647,1934,12,DJI
3.41729,1935,1,DJI
2.25506,1935,2,DJI
6.4745,1935,3,DJI
112.767,1935,4,DJI
33.6631,1935,5,DJI
1.83315,1935,6,DJI
7.88115,1935,7,DJI
30.7338,1935,8,DJI
11.415,1935,9,DJI
0.21445,1935,10,DJI
3.1784,1935,11,DJI
8.98492,1935,12,DJI
13.6585,1936,1,DJI
30.7599,1936,2,DJI
16.3639,1936,3,DJI
21.8564,1936,4,DJI
4.24208,1936,5,DJI
3.10828,1936,6,DJI
12.3035,1936,7,DJI
33.2281,1936,8,DJI
75.1253,1936,9,DJI
0.67408,1936,10,DJI
3.75968,1936,11,DJI
9.8004,1936,12,DJI
13.3784,1937,1,DJI
18.0851,1937,2,DJI
90.1228,1937,3,DJI
58.5584,1937,4,DJI
4.5464,1937,5,DJI
4.39258,1937,6,DJI
9.07989,1937,7,DJI
17.6247,1937,8,DJI
39.1005,1937,9,DJI
4.49341,1937,10,DJI
18.4798,1937,11,DJI
7.1337,1937,12,DJI
6.81201,1938,1,DJI
1.47005,1938,2,DJI
15.6061,1938,3,DJI
1.77655,1938,4,DJI
3.39255,1938,5,DJI
1.5622,1938,6,DJI
48.731,1938,7,DJI
96.9564,1938,8,DJI
21.4261,1938,9,DJI
2.44784,1938,10,DJI
5.35356,1938,11,DJI
1.19819,1938,12,DJI
0.93444,1939,1,DJI
3.65257,1939,2,DJI
102.254,1939,3,DJI
25.2852,1939,4,DJI
16.206,1939,5,DJI
1.35884,1939,6,DJI
12.1786,1939,7,DJI
15.3599,1939,8,DJI
17.5217,1939,9,DJI
23.3198,1939,10,DJI
0.30614,1939,11,DJI
5.10002,1939,12,DJI
3.22017,1940,1,DJI
10.0697,1940,2,DJI
43.0102,1940,3,DJI
4.65554,1940,4,DJI
2.37203,1940,5,DJI
0.73255,1940,6,DJI
8.54763,1940,7,DJI
51.5938,1940,8,DJI
2.44054,1940,9,DJI
0.47034,1940,10,DJI
2.4791,1940,11,DJI
3.35952,1940,12,DJI
0.29389,1941,1,DJI
8.35385,1941,2,DJI
58.2444,1941,3,DJI
33.1821,1941,4,DJI
4.30373,1941,5,DJI
1.21261,1941,6,DJI
8.33405,1941,7,DJI
8.15082,1941,8,DJI
7.54338,1941,9,DJI
42.7533,1941,10,DJI
2.22379,1941,11,DJI
5.19427,1941,12,DJI
6.23206,1942,1,DJI
15.6453,1942,2,DJI
7.44335,1942,3,DJI
25.4731,1942,4,DJI
5.80931,1942,5,DJI
0.56641,1942,6,DJI
21.2631,1942,7,DJI
26.4113,1942,8,DJI
23.5448,1942,9,DJI
1.13688,1942,10,DJI
1.08459,1942,11,DJI
2.03185,1942,12,DJI
8.27611,1943,1,DJI
9.48286,1943,2,DJI
4.06175,1943,3,DJI
4.73119,1943,4,DJI
4.84104,1943,5,DJI
1.29579,1943,6,DJI
9.16097,1943,7,DJI
13.5218,1943,8,DJI
5.36811,1943,9,DJI
13.0201,1943,10,DJI
3.81562,1943,11,DJI
31.9374,1943,12,DJI
0.18628,1944,1,DJI
1.58279,1944,2,DJI
5.8753,1944,3,DJI
51.6422,1944,4,DJI
3.84611,1944,5,DJI
1.85129,1944,6,DJI
104.83,1944,7,DJI
16.3532,1944,8,DJI
3.75181,1944,9,DJI
0.185,1944,10,DJI
3.0166,1944,11,DJI
15.1656,1944,12,DJI
0.68199,1945,1,DJI
0.08468,1945,2,DJI
2.32097,1945,3,DJI
0.386,1945,4,DJI
8.50959,1945,5,DJI
1.16845,1945,6,DJI
9.08105,1945,7,DJI
13.8837,1945,8,DJI
7.15932,1945,9,DJI
17.1162,1945,10,DJI
32.6381,1945,11,DJI
1.63956,1945,12,DJI
0.51987,1946,1,DJI
1.04958,1946,2,DJI
70.1672,1946,3,DJI
18.0241,1946,4,DJI
44.6375,1946,5,DJI
2.81884,1946,6,DJI
17.1501,1946,7,DJI
37.9955,1946,8,DJI
64.4851,1946,9,DJI
4.77562,1946,10,DJI
52.9978,1946,11,DJI
0.16036,1946,12,DJI
0.75767,1947,1,DJI
13.9411,1947,2,DJI
20.4818,1947,3,DJI
8.70197,1947,4,DJI
12.2453,1947,5,DJI
0.95565,1947,6,DJI
12.825,1947,7,DJI
94.7977,1947,8,DJI
6.32975,1947,9,DJI
0.44198,1947,10,DJI
7.70445,1947,11,DJI
9.49069,1947,12,DJI
5.64467,1948,1,DJI
15.3879,1948,2,DJI
22.2639,1948,3,DJI
7.93841,1948,4,DJI
5.95504,1948,5,DJI
2.22682,1948,6,DJI
10.382,1948,7,DJI
10.535,1948,8,DJI
8.15869,1948,9,DJI
20.2802,1948,10,DJI
1.61801,1948,11,DJI
7.23751,1948,12,DJI
4.71154,1949,1,DJI
5.77244,1949,2,DJI
14.7585,1949,3,DJI
2.31921,1949,4,DJI
8.32766,1949,5,DJI
2.02121,1949,6,DJI
96.8987,1949,7,DJI
14.1419,1949,8,DJI
17.0793,1949,9,DJI
0.3103,1949,10,DJI
22.1949,1949,11,DJI
29.8523,1949,12,DJI
3.76066,1950,1,DJI
8.81702,1950,2,DJI
14.4604,1950,3,DJI
7.08242,1950,4,DJI
3.43299,1950,5,DJI
1.55457,1950,6,DJI
142.437,1950,7,DJI
127.102,1950,8,DJI
22.8537,1950,9,DJI
0.76921,1950,10,DJI
0.06313,1950,11,DJI
0.76523,1950,12,DJI
8.1477,1951,1,DJI
0.63397,1951,2,DJI
84.9896,1951,3,DJI
45.0472,1951,4,DJI
41.6083,1951,5,DJI
3.02694,1951,6,DJI
16.0038,1951,7,DJI
26.8699,1951,8,DJI
15.5136,1951,9,DJI
23.281,1951,10,DJI
3.79207,1951,11,DJI
3.33621,1951,12,DJI
4.32499,1952,1,DJI
3.47065,1952,2,DJI
11.6469,1952,3,DJI
21.5632,1952,4,DJI
4.1332,1952,5,DJI
1.61174,1952,6,DJI
17.5319,1952,7,DJI
37.1929,1952,8,DJI
16.8838,1952,9,DJI
2.04976,1952,10,DJI
1.38533,1952,11,DJI
0.66216,1952,12,DJI
1.34712,1953,1,DJI
4.45005,1953,2,DJI
1.78012,1953,3,DJI
39.6109,1953,4,DJI
3.25369,1953,5,DJI
3.65552,1953,6,DJI
71.6957,1953,7,DJI
30.3266,1953,8,DJI
10.0464,1953,9,DJI
0.37395,1953,10,DJI
5.03835,1953,11,DJI
26.3209,1953,12,DJI
1.98722,1954,1,DJI
5.55954,1954,2,DJI
101.094,1954,3,DJI
9.2082,1954,4,DJI
4.78678,1954,5,DJI
7.37245,1954,6,DJI
159.649,1954,7,DJI
142.518,1954,8,DJI
109.944,1954,9,DJI
19.6327,1954,10,DJI
5.70216,1954,11,DJI
3.02707,1954,12,DJI
20.5784,1955,1,DJI
0.25763,1955,2,DJI
5.03189,1955,3,DJI
13.3044,1955,4,DJI
5.0698,1955,5,DJI
1.07036,1955,6,DJI
21.2998,1955,7,DJI
60.8832,1955,8,DJI
62.1382,1955,9,DJI
0.2982,1955,10,DJI
3.44515,1955,11,DJI
9.50154,1955,12,DJI
13.3116,1956,1,DJI
0.92451,1956,2,DJI
13.3514,1956,3,DJI
20.6649,1956,4,DJI
0.51948,1956,5,DJI
3.98316,1956,6,DJI
123.331,1956,7,DJI
154.133,1956,8,DJI
20.4734,1956,9,DJI
8.89365,1956,10,DJI
7.4516,1956,11,DJI
4.01854,1956,12,DJI
21.3301,1957,1,DJI
33.8696,1957,2,DJI
25.5629,1957,3,DJI
85.9213,1957,4,DJI
50.4072,1957,5,DJI
1.64032,1957,6,DJI
21.9736,1957,7,DJI
120.601,1957,8,DJI
14.7718,1957,9,DJI
4.98902,1957,10,DJI
31.3754,1957,11,DJI
2.60257,1957,12,DJI
21.6129,1958,1,DJI
18.7014,1958,2,DJI
18.6594,1958,3,DJI
6.96787,1958,4,DJI
3.66595,1958,5,DJI
2.54709,1958,6,DJI
22.6058,1958,7,DJI
87.1234,1958,8,DJI
5.88806,1958,9,DJI
3.61046,1958,10,DJI
0.42132,1958,11,DJI
8.21648,1958,12,DJI
15.1729,1959,1,DJI
6.67157,1959,2,DJI
8.65212,1959,3,DJI
2.87892,1959,4,DJI
2.06075,1959,5,DJI
0.97678,1959,6,DJI
24.3867,1959,7,DJI
101.095,1959,8,DJI
11.1701,1959,9,DJI
6.26264,1959,10,DJI
4.26803,1959,11,DJI
1.69778,1959,12,DJI
9.01341,1960,1,DJI
2.61263,1960,2,DJI
137.388,1960,3,DJI
3.8094,1960,4,DJI
7.32093,1960,5,DJI
0.96122,1960,6,DJI
24.0582,1960,7,DJI
15.9927,1960,8,DJI
9.94884,1960,9,DJI
1.21194,1960,10,DJI
7.11029,1960,11,DJI
3.0347,1960,12,DJI
1.5582,1961,1,DJI
3.78238,1961,2,DJI
19.1703,1961,3,DJI
21.3398,1961,4,DJI
5.22076,1961,5,DJI
1.85964,1961,6,DJI
236.256,1961,7,DJI
151.866,1961,8,DJI
42.1166,1961,9,DJI
3.13955,1961,10,DJI
21.5046,1961,11,DJI
17.9715,1961,12,DJI
0.72492,1962,1,DJI
0.00388,1962,2,DJI
19.5952,1962,3,DJI
36.5961,1962,4,DJI
4.82493,1962,5,DJI
1.61863,1962,6,DJI
13.3878,1962,7,DJI
164.974,1962,8,DJI
8.48933,1962,9,DJI
5.16606,1962,10,DJI
42.3088,1962,11,DJI
1.17259,1962,12,DJI
5.41353,1963,1,DJI
0.9186,1963,2,DJI
2.46104,1963,3,DJI
45.7415,1963,4,DJI
29.4218,1963,5,DJI
2.54386,1963,6,DJI
85.7537,1963,7,DJI
33.2837,1963,8,DJI
6.70328,1963,9,DJI
0.48206,1963,10,DJI
33.5159,1963,11,DJI
5.45108,1963,12,DJI
16.7958,1964,1,DJI
9.41522,1964,2,DJI
4.39918,1964,3,DJI
51.958,1964,4,DJI
8.24701,1964,5,DJI
2.29218,1964,6,DJI
71.439,1964,7,DJI
183.82,1964,8,DJI
36.6065,1964,9,DJI
2.8998,1964,10,DJI
1.90713,1964,11,DJI
26.2504,1964,12,DJI
4.58745,1965,1,DJI
1.15359,1965,2,DJI
3.13568,1965,3,DJI
14.8813,1965,4,DJI
0.6016,1965,5,DJI
1.08985,1965,6,DJI
10.1306,1965,7,DJI
49.6574,1965,8,DJI
3.91814,1965,9,DJI
4.87548,1965,10,DJI
12.3731,1965,11,DJI
1.19605,1965,12,DJI
2.47688,1966,1,DJI
15.6221,1966,2,DJI
3.99338,1966,3,DJI
13.6117,1966,4,DJI
2.10006,1966,5,DJI
2.16984,1966,6,DJI
15.3184,1966,7,DJI
29.1599,1966,8,DJI
18.7647,1966,9,DJI
11.5119,1966,10,DJI
0.89649,1966,11,DJI
0,1966,12,DJI
0.51121,1967,1,DJI
0.00312,1967,2,DJI
19.8254,1967,3,DJI
20.8569,1967,4,DJI
50.7914,1967,5,DJI
27.3513,1967,6,DJI
176.681,1967,7,DJI
43.0989,1967,8,DJI
10.4959,1967,9,DJI
21.1708,1967,10,DJI
111.156,1967,11,DJI
3.2601,1967,12,DJI
10.7126,1968,1,DJI
68.2034,1968,2,DJI
6.86163,1968,3,DJI
21.4701,1968,4,DJI
3.14005,1968,5,DJI
10.7662,1968,6,DJI
71.769,1968,7,DJI
82.5664,1968,8,DJI
7.94463,1968,9,DJI
6.29461,1968,10,DJI
26.3067,1968,11,DJI
3.9431,1968,12,DJI
17.2353,1969,1,DJI
16.2809,1969,2,DJI
14.2397,1969,3,DJI
10.0058,1969,4,DJI
7.99984,1969,5,DJI
1.25722,1969,6,DJI
35.374,1969,7,DJI
26.6735,1969,8,DJI
3.65408,1969,9,DJI
1.89993,1969,10,DJI
7.7965,1969,11,DJI
0.00059,1969,12,DJI
21.7967,1970,1,DJI
9.62132,1970,2,DJI
20.7341,1970,3,DJI
33.2013,1970,4,DJI
0.76734,1970,5,DJI
31.1317,1970,6,DJI
60.9618,1970,7,DJI
100.291,1970,8,DJI
9.07139,1970,9,DJI
1.62089,1970,10,DJI
0.00305,1970,11,DJI
2.33007,1970,12,DJI
2.80159,1971,1,DJI
1.21092,1971,2,DJI
7.99674,1971,3,DJI
4.66449,1971,4,DJI
16.4748,1971,5,DJI
1.36696,1971,6,DJI
12.3059,1971,7,DJI
68.6568,1971,8,DJI
7.02277,1971,9,DJI
0.81244,1971,10,DJI
22.7308,1971,11,DJI
11.7675,1971,12,DJI
2.28489,1972,1,DJI
43.3123,1972,2,DJI
3.8591,1972,3,DJI
77.9119,1972,4,DJI
6.17681,1972,5,DJI
29.75,1972,6,DJI
25.5017,1972,7,DJI
15.7491,1972,8,DJI
72.2485,1972,9,DJI
14.7564,1972,10,DJI
3.25026,1972,11,DJI
10.2563,1972,12,DJI
22.5737,1973,1,DJI
0.00751,1973,2,DJI
0.14568,1973,3,DJI
5.30334,1973,4,DJI
14.0252,1973,5,DJI
2.42705,1973,6,DJI
13.6411,1973,7,DJI
15.112,1973,8,DJI
6.7954,1973,9,DJI
1.81591,1973,10,DJI
0.54246,1973,11,DJI
3.90017,1973,12,DJI
1.43522,1974,1,DJI
6.70342,1974,2,DJI
144.048,1974,3,DJI
2.7345,1974,4,DJI
67.7025,1974,5,DJI
4.0519,1974,6,DJI
16.3923,1974,7,DJI
15.7553,1974,8,DJI
12.2569,1974,9,DJI
5.43673,1974,10,DJI
0.13499,1974,11,DJI
0.00112,1974,12,DJI
5.46861,1975,1,DJI
4.41662,1975,2,DJI
17.4687,1975,3,DJI
63.6301,1975,4,DJI
5.58154,1975,5,DJI
5.70168,1975,6,DJI
23.1974,1975,7,DJI
30.6867,1975,8,DJI
24.6861,1975,9,DJI
0.77654,1975,10,DJI
0.13106,1975,11,DJI
3.16224,1975,12,DJI
3.42284,1976,1,DJI
5.94295,1976,2,DJI
16.7657,1976,3,DJI
22.9104,1976,4,DJI
32.6121,1976,5,DJI
2.4285,1976,6,DJI
16.557,1976,7,DJI
22.3881,1976,8,DJI
8.67807,1976,9,DJI
3.27041,1976,10,DJI
28.6075,1976,11,DJI
3.63883,1976,12,DJI
19.016,1977,1,DJI
3.4103,1977,2,DJI
8.26768,1977,3,DJI
28.0335,1977,4,DJI
11.5481,1977,5,DJI
1.98063,1977,6,DJI
15.3076,1977,7,DJI
106.936,1977,8,DJI
6.317,1977,9,DJI
54.755,1977,10,DJI
7.1753,1977,11,DJI
0.46855,1977,12,DJI
11.7258,1978,1,DJI
84.5422,1978,2,DJI
5.40467,1978,3,DJI
4.66354,1978,4,DJI
18.8901,1978,5,DJI
1.50117,1978,6,DJI
37.6145,1978,7,DJI
14.9156,1978,8,DJI
7.14347,1978,9,DJI
6.96597,1978,10,DJI
0.90323,1978,11,DJI
10.9859,1978,12,DJI
17.2021,1979,1,DJI
7.19025,1979,2,DJI
17.6715,1979,3,DJI
3.75196,1979,4,DJI
8.63574,1979,5,DJI
2.85717,1979,6,DJI
13.111,1979,7,DJI
50.4703,1979,8,DJI
6.64604,1979,9,DJI
7.50896,1979,10,DJI
0.19039,1979,11,DJI
8.05569,1979,12,DJI
5.63041,1980,1,DJI
2.98356,1980,2,DJI
3.32923,1980,3,DJI
9.73704,1980,4,DJI
3.29033,1980,5,DJI
2.33296,1980,6,DJI
14.4504,1980,7,DJI
30.6789,1980,8,DJI
20.6054,1980,9,DJI
11.2037,1980,10,DJI
1.74111,1980,11,DJI
0.1271,1980,12,DJI
0.78798,1981,1,DJI
3.44005,1981,2,DJI
79.7444,1981,3,DJI
21.7658,1981,4,DJI
6.18052,1981,5,DJI
0.46753,1981,6,DJI
37.9294,1981,7,DJI
19.6607,1981,8,DJI
8.41309,1981,9,DJI
1.91189,1981,10,DJI
0.38841,1981,11,DJI
2.46924,1981,12,DJI
15.1115,1982,1,DJI
23.5376,1982,2,DJI
165.033,1982,3,DJI
24.4502,1982,4,DJI
16.1787,1982,5,DJI
1.06404,1982,6,DJI
5.19873,1982,7,DJI
21.9055,1982,8,DJI
8.91463,1982,9,DJI
49.263,1982,10,DJI
49.4773,1982,11,DJI
15.605,1982,12,DJI
5.09873,1983,1,DJI
69.2897,1983,2,DJI
27.9236,1983,3,DJI
71.307,1983,4,DJI
90.5429,1983,5,DJI
2.52965,1983,6,DJI
9.77063,1983,7,DJI
41.0229,1983,8,DJI
8.3114,1983,9,DJI
12.7801,1983,10,DJI
2.20757,1983,11,DJI
0.431,1983,12,DJI
1.52295,1984,1,DJI
0.6791,1984,2,DJI
5.27642,1984,3,DJI
2.76413,1984,4,DJI
70.9221,1984,5,DJI
1.079,1984,6,DJI
7.36266,1984,7,DJI
5.16272,1984,8,DJI
10.5611,1984,9,DJI
0.00294,1984,10,DJI
1.59402,1984,11,DJI
9.47153,1984,12,DJI
7.02746,1985,1,DJI
2.18832,1985,2,DJI
7.25316,1985,3,DJI
94.9916,1985,4,DJI
11.3602,1985,5,DJI
1.08887,1985,6,DJI
12.7827,1985,7,DJI
25.4976,1985,8,DJI
25.5589,1985,9,DJI
0.4839,1985,10,DJI
0.13957,1985,11,DJI
3.82264,1985,12,DJI
0,1986,1,DJI
12.2881,1986,2,DJI
31.5824,1986,3,DJI
122.394,1986,4,DJI
35.0459,1986,5,DJI
4.0889,1986,6,DJI
10.8762,1986,7,DJI
27.6197,1986,8,DJI
11.5988,1986,9,DJI
0.44324,1986,10,DJI
3.67236,1986,11,DJI
12.7348,1986,12,DJI
0.31241,1987,1,DJI
5.15306,1987,2,DJI
86.8111,1987,3,DJI
30.4017,1987,4,DJI
33.9292,1987,5,DJI
1.72685,1987,6,DJI
7.33684,1987,7,DJI
14.5639,1987,8,DJI
8.38343,1987,9,DJI
1.90308,1987,10,DJI
4.05345,1987,11,DJI
0.11573,1987,12,DJI
3.61621,1988,1,DJI
6.56142,1988,2,DJI
0.97651,1988,3,DJI
29.6345,1988,4,DJI
1.09716,1988,5,DJI
1.15067,1988,6,DJI
42.462,1988,7,DJI
22.0881,1988,8,DJI
28.888,1988,9,DJI
1.98086,1988,10,DJI
0,1988,11,DJI
6.28631,1988,12,DJI
8.73038,1989,1,DJI
28.3771,1989,2,DJI
70.0395,1989,3,DJI
174.168,1989,4,DJI
2.33466,1989,5,DJI
1.56432,1989,6,DJI
8.42886,1989,7,DJI
26.479,1989,8,DJI
29.8419,1989,9,DJI
7.88174,1989,10,DJI
9.48452,1989,11,DJI
22.0851,1989,12,DJI
14.8586,1990,1,DJI
29.4893,1990,2,DJI
21.3523,1990,3,DJI
136.184,1990,4,DJI
1.77427,1990,5,DJI
2.1979,1990,6,DJI
42.9897,1990,7,DJI
39.5928,1990,8,DJI
7.37319,1990,9,DJI
0.33424,1990,10,DJI
0.30566,1990,11,DJI
0.00292,1990,12,DJI
1.90012,1991,1,DJI
66.1597,1991,2,DJI
40.9931,1991,3,DJI
6.42146,1991,4,DJI
9.16594,1991,5,DJI
2.0567,1991,6,DJI
13.9655,1991,7,DJI
14.8314,1991,8,DJI
6.40741,1991,9,DJI
2.29585,1991,10,DJI
17.3387,1991,11,DJI
4.2974,1991,12,DJI
23.2396,1992,1,DJI
11.6021,1992,2,DJI
18.1929,1992,3,DJI
19.9402,1992,4,DJI
5.67823,1992,5,DJI
0.99534,1992,6,DJI
11.564,1992,7,DJI
59.6127,1992,8,DJI
112.577,1992,9,DJI
9.67448,1992,10,DJI
15.1458,1992,11,DJI
11.1404,1992,12,DJI
12.5257,1993,1,DJI
53.6857,1993,2,DJI
8.64474,1993,3,DJI
76.5303,1993,4,DJI
61.0607,1993,5,DJI
1.98921,1993,6,DJI
18.7492,1993,7,DJI
12.3036,1993,8,DJI
40.4617,1993,9,DJI
20.1626,1993,10,DJI
8.17733,1993,11,DJI
0.98166,1993,12,DJI
0.26819,1994,1,DJI
1.8213,1994,2,DJI
5.20383,1994,3,DJI
10.6166,1994,4,DJI
6.77889,1994,5,DJI
2.14496,1994,6,DJI
63.1872,1994,7,DJI
77.3109,1994,8,DJI
101.275,1994,9,DJI
0.28269,1994,10,DJI
45.2963,1994,11,DJI
7.47421,1994,12,DJI
0.70316,1995,1,DJI
6.86202,1995,2,DJI
43.743,1995,3,DJI
18.9863,1995,4,DJI
6.96369,1995,5,DJI
1.2451,1995,6,DJI
134.28,1995,7,DJI
64.7125,1995,8,DJI
8.19695,1995,9,DJI
17.8318,1995,10,DJI
1.73653,1995,11,DJI
5.84071,1995,12,DJI
8.66029,1996,1,DJI
1.09568,1996,2,DJI
24.5244,1996,3,DJI
12.2577,1996,4,DJI
23.9333,1996,5,DJI
2.87106,1996,6,DJI
16.5026,1996,7,DJI
21.5367,1996,8,DJI
14.384,1996,9,DJI
0.72653,1996,10,DJI
11.8947,1996,11,DJI
0.9892,1996,12,DJI
10.4551,1997,1,DJI
0.52291,1997,2,DJI
66.6427,1997,3,DJI
13.5557,1997,4,DJI
4.75648,1997,5,DJI
3.74227,1997,6,DJI
14.3146,1997,7,DJI
12.6705,1997,8,DJI
3.0969,1997,9,DJI
24.1435,1997,10,DJI
45.4469,1997,11,DJI
12.0668,1997,12,DJI
26.588,1998,1,DJI
5.37386,1998,2,DJI
10.3694,1998,3,DJI
