pr,year,month,iso
89.6687,1923,7,MLI
105.044,1923,8,MLI
55.2579,1923,9,MLI
16.49,1923,10,MLI
1.87423,1923,11,MLI
0.2187,1923,12,MLI
0.20594,1924,1,MLI
0.54393,1924,2,MLI
1.3533,1924,3,MLI
5.01792,1924,4,MLI
11.6854,1924,5,MLI
46.7376,1924,6,MLI
104.56,1924,7,MLI
118.351,1924,8,MLI
75.8962,1924,9,MLI
12.8902,1924,10,MLI
0.6568,1924,11,MLI
0.00624,1924,12,MLI
0.11204,1925,1,MLI
0.14953,1925,2,MLI
1.23665,1925,3,MLI
4.14851,1925,4,MLI
11.2653,1925,5,MLI
30.2959,1925,6,MLI
79.3825,1925,7,MLI
115.992,1925,8,MLI
59.7216,1925,9,MLI
24.3656,1925,10,MLI
0.35375,1925,11,MLI
0.0241,1925,12,MLI
0.11527,1926,1,MLI
0.15695,1926,2,MLI
1.36121,1926,3,MLI
1.76238,1926,4,MLI
16.3199,1926,5,MLI
51.36,1926,6,MLI
79.2847,1926,7,MLI
85.5522,1926,8,MLI
43.4433,1926,9,MLI
9.62202,1926,10,MLI
2.52751,1926,11,MLI
0.05167,1926,12,MLI
0.15503,1927,1,MLI
0.20963,1927,2,MLI
0.29294,1927,3,MLI
15.8042,1927,4,MLI
21.4588,1927,5,MLI
45.2151,1927,6,MLI
80.0545,1927,7,MLI
123.371,1927,8,MLI
66.7984,1927,9,MLI
27.8058,1927,10,MLI
1.68153,1927,11,MLI
0.0095,1927,12,MLI
0.00761,1928,1,MLI
0.11647,1928,2,MLI
1.36605,1928,3,MLI
9.27985,1928,4,MLI
16.2726,1928,5,MLI
36.1694,1928,6,MLI
73.8132,1928,7,MLI
147.424,1928,8,MLI
51.4468,1928,9,MLI
23.2618,1928,10,MLI
0.67414,1928,11,MLI
0.00685,1928,12,MLI
0.00455,1929,1,MLI
0.19054,1929,2,MLI
1.61949,1929,3,MLI
5.83035,1929,4,MLI
24.4301,1929,5,MLI
50.4484,1929,6,MLI
69.6972,1929,7,MLI
122.339,1929,8,MLI
57.7398,1929,9,MLI
17.981,1929,10,MLI
0.75667,1929,11,MLI
0.00602,1929,12,MLI
0.00626,1930,1,MLI
0.50799,1930,2,MLI
0.57649,1930,3,MLI
8.78406,1930,4,MLI
22.044,1930,5,MLI
37.8503,1930,6,MLI
85.9937,1930,7,MLI
115.61,1930,8,MLI
64.7603,1930,9,MLI
16.4867,1930,10,MLI
0.49353,1930,11,MLI
0.05965,1930,12,MLI
0.07546,1931,1,MLI
0.79346,1931,2,MLI
0.63287,1931,3,MLI
8.82368,1931,4,MLI
21.8988,1931,5,MLI
46.8922,1931,6,MLI
93.1949,1931,7,MLI
78.8901,1931,8,MLI
80.3726,1931,9,MLI
12.8087,1931,10,MLI
1.2656,1931,11,MLI
0.0371,1931,12,MLI
0.01054,1932,1,MLI
0.48024,1932,2,MLI
1.73714,1932,3,MLI
3.59719,1932,4,MLI
22.3927,1932,5,MLI
37.1332,1932,6,MLI
93.3395,1932,7,MLI
119.609,1932,8,MLI
63.4609,1932,9,MLI
13.877,1932,10,MLI
1.82527,1932,11,MLI
0.00874,1932,12,MLI
0.01435,1933,1,MLI
0.73857,1933,2,MLI
1.59135,1933,3,MLI
6.6866,1933,4,MLI
22.3686,1933,5,MLI
61.2627,1933,6,MLI
91.0739,1933,7,MLI
123.515,1933,8,MLI
58.6481,1933,9,MLI
14.0512,1933,10,MLI
3.46505,1933,11,MLI
0.37557,1933,12,MLI
0.00434,1934,1,MLI
0.13563,1934,2,MLI
2.73594,1934,3,MLI
4.51205,1934,4,MLI
4.14904,1934,5,MLI
43.447,1934,6,MLI
81.9357,1934,7,MLI
128.916,1934,8,MLI
67.6472,1934,9,MLI
12.6541,1934,10,MLI
0.70044,1934,11,MLI
0.01829,1934,12,MLI
0.07324,1935,1,MLI
0.22868,1935,2,MLI
2.01571,1935,3,MLI
6.81564,1935,4,MLI
12.2933,1935,5,MLI
48.4904,1935,6,MLI
88.3871,1935,7,MLI
142.718,1935,8,MLI
69.2149,1935,9,MLI
15.9932,1935,10,MLI
1.54443,1935,11,MLI
0.04357,1935,12,MLI
0.00474,1936,1,MLI
0.49945,1936,2,MLI
0.17254,1936,3,MLI
8.34525,1936,4,MLI
19.7544,1936,5,MLI
48.2489,1936,6,MLI
93.1695,1936,7,MLI
160.191,1936,8,MLI
69.2623,1936,9,MLI
14.9878,1936,10,MLI
1.85571,1936,11,MLI
0.02135,1936,12,MLI
0.00471,1937,1,MLI
0.33239,1937,2,MLI
1.06147,1937,3,MLI
2.34436,1937,4,MLI
12.5769,1937,5,MLI
27.0417,1937,6,MLI
84.3567,1937,7,MLI
109.03,1937,8,MLI
59.4944,1937,9,MLI
14.1026,1937,10,MLI
1.91167,1937,11,MLI
0.05184,1937,12,MLI
0.01872,1938,1,MLI
0.23005,1938,2,MLI
2.22483,1938,3,MLI
3.84896,1938,4,MLI
11.1182,1938,5,MLI
31.1694,1938,6,MLI
92.4257,1938,7,MLI
111.549,1938,8,MLI
63.6487,1938,9,MLI
19.5462,1938,10,MLI
0.85117,1938,11,MLI
0.01128,1938,12,MLI
0.00825,1939,1,MLI
0.09863,1939,2,MLI
2.35699,1939,3,MLI
1.71075,1939,4,MLI
26.3198,1939,5,MLI
34.3559,1939,6,MLI
79.9103,1939,7,MLI
134.286,1939,8,MLI
67.465,1939,9,MLI
14.7234,1939,10,MLI
2.2197,1939,11,MLI
0.22684,1939,12,MLI
0.09738,1940,1,MLI
0.09499,1940,2,MLI
0.56168,1940,3,MLI
3.81343,1940,4,MLI
9.91982,1940,5,MLI
37.0469,1940,6,MLI
52.2453,1940,7,MLI
116.976,1940,8,MLI
65.7334,1940,9,MLI
27.4009,1940,10,MLI
1.67917,1940,11,MLI
0.00649,1940,12,MLI
0.08524,1941,1,MLI
0.09863,1941,2,MLI
1.26687,1941,3,MLI
3.69722,1941,4,MLI
19.3393,1941,5,MLI
41.0104,1941,6,MLI
83.9214,1941,7,MLI
83.9,1941,8,MLI
62.4075,1941,9,MLI
7.00586,1941,10,MLI
3.07586,1941,11,MLI
0.01274,1941,12,MLI
0.01966,1942,1,MLI
0.11279,1942,2,MLI
1.58667,1942,3,MLI
7.7732,1942,4,MLI
20.409,1942,5,MLI
26.9071,1942,6,MLI
79.6881,1942,7,MLI
117.911,1942,8,MLI
35.6294,1942,9,MLI
18.9772,1942,10,MLI
1.43078,1942,11,MLI
0.30249,1942,12,MLI
0.1068,1943,1,MLI
0.23446,1943,2,MLI
1.57224,1943,3,MLI
4.77854,1943,4,MLI
16.506,1943,5,MLI
45.3812,1943,6,MLI
78.9288,1943,7,MLI
137.26,1943,8,MLI
78.8797,1943,9,MLI
19.0669,1943,10,MLI
0.26541,1943,11,MLI
0.11562,1943,12,MLI
0.00361,1944,1,MLI
0.13904,1944,2,MLI
0.71964,1944,3,MLI
4.84714,1944,4,MLI
6.56964,1944,5,MLI
37.395,1944,6,MLI
62.3493,1944,7,MLI
100.921,1944,8,MLI
72.88,1944,9,MLI
24.4207,1944,10,MLI
2.00358,1944,11,MLI
0.35091,1944,12,MLI
0.0939,1945,1,MLI
0.18321,1945,2,MLI
0.20377,1945,3,MLI
4.4534,1945,4,MLI
20.5319,1945,5,MLI
28.125,1945,6,MLI
84.1038,1945,7,MLI
148.221,1945,8,MLI
66.8572,1945,9,MLI
18.0207,1945,10,MLI
1.6278,1945,11,MLI
0.00609,1945,12,MLI
0.27714,1946,1,MLI
0.42404,1946,2,MLI
1.61031,1946,3,MLI
4.77931,1946,4,MLI
9.67068,1946,5,MLI
36.3555,1946,6,MLI
93.5342,1946,7,MLI
123.444,1946,8,MLI
67.2745,1946,9,MLI
25.7076,1946,10,MLI
0.86057,1946,11,MLI
0.01668,1946,12,MLI
0.04707,1947,1,MLI
0.80984,1947,2,MLI
0.06202,1947,3,MLI
1.65065,1947,4,MLI
7.70595,1947,5,MLI
33.3415,1947,6,MLI
75.4655,1947,7,MLI
103.807,1947,8,MLI
65.0502,1947,9,MLI
11.3227,1947,10,MLI
1.97355,1947,11,MLI
0.07144,1947,12,MLI
0.00244,1948,1,MLI
0.18014,1948,2,MLI
0.79429,1948,3,MLI
13.7536,1948,4,MLI
15.6771,1948,5,MLI
59.2578,1948,6,MLI
79.9648,1948,7,MLI
99.8729,1948,8,MLI
47.8091,1948,9,MLI
11.901,1948,10,MLI
0.45374,1948,11,MLI
0.05747,1948,12,MLI
0.11365,1949,1,MLI
0.11862,1949,2,MLI
3.34665,1949,3,MLI
8.37748,1949,4,MLI
10.4996,1949,5,MLI
35.1407,1949,6,MLI
74.862,1949,7,MLI
119.642,1949,8,MLI
40.4056,1949,9,MLI
8.56246,1949,10,MLI
2.25765,1949,11,MLI
0.0299,1949,12,MLI
0.00683,1950,1,MLI
0.34902,1950,2,MLI
0.38982,1950,3,MLI
4.55497,1950,4,MLI
12.357,1950,5,MLI
34.9646,1950,6,MLI
105.89,1950,7,MLI
174.186,1950,8,MLI
86.8218,1950,9,MLI
22.924,1950,10,MLI
0.9596,1950,11,MLI
0.00773,1950,12,MLI
0.11898,1951,1,MLI
0.73426,1951,2,MLI
1.75446,1951,3,MLI
5.46275,1951,4,MLI
16.9803,1951,5,MLI
38.5904,1951,6,MLI
63.3752,1951,7,MLI
119.907,1951,8,MLI
86.3537,1951,9,MLI
40.3686,1951,10,MLI
4.40421,1951,11,MLI
0.16311,1951,12,MLI
0.05681,1952,1,MLI
0.2394,1952,2,MLI
0.37672,1952,3,MLI
1.64386,1952,4,MLI
14.6033,1952,5,MLI
35.6571,1952,6,MLI
89.1512,1952,7,MLI
126.422,1952,8,MLI
104.428,1952,9,MLI
20.4856,1952,10,MLI
0.40903,1952,11,MLI
0.36123,1952,12,MLI
0.01285,1953,1,MLI
0.46313,1953,2,MLI
2.6289,1953,3,MLI
2.82658,1953,4,MLI
22.7191,1953,5,MLI
59.8913,1953,6,MLI
100.471,1953,7,MLI
112.025,1953,8,MLI
69.0186,1953,9,MLI
18.5197,1953,10,MLI
1.3208,1953,11,MLI
0.04825,1953,12,MLI
0.00295,1954,1,MLI
0.68206,1954,2,MLI
1.69012,1954,3,MLI
8.27807,1954,4,MLI
16.8355,1954,5,MLI
49.6683,1954,6,MLI
106.72,1954,7,MLI
151.036,1954,8,MLI
57.3295,1954,9,MLI
18.3731,1954,10,MLI
3.68177,1954,11,MLI
0.01458,1954,12,MLI
0.02069,1955,1,MLI
0.58263,1955,2,MLI
4.11207,1955,3,MLI
9.34098,1955,4,MLI
13.5201,1955,5,MLI
44.3775,1955,6,MLI
97.4953,1955,7,MLI
111.425,1955,8,MLI
76.0424,1955,9,MLI
18.1422,1955,10,MLI
0.67966,1955,11,MLI
0.53998,1955,12,MLI
0.00912,1956,1,MLI
0.35683,1956,2,MLI
2.20361,1956,3,MLI
5.22059,1956,4,MLI
13.175,1956,5,MLI
34.9378,1956,6,MLI
87.4425,1956,7,MLI
131.998,1956,8,MLI
71.6399,1956,9,MLI
17.4521,1956,10,MLI
1.94356,1956,11,MLI
0.08821,1956,12,MLI
0.00322,1957,1,MLI
0.43739,1957,2,MLI
1.37641,1957,3,MLI
6.24628,1957,4,MLI
24.6372,1957,5,MLI
56.1645,1957,6,MLI
100.705,1957,7,MLI
118.317,1957,8,MLI
78.7934,1957,9,MLI
24.2966,1957,10,MLI
2.46291,1957,11,MLI
0.3535,1957,12,MLI
0.23698,1958,1,MLI
0.12465,1958,2,MLI
0.85731,1958,3,MLI
7.00857,1958,4,MLI
13.4426,1958,5,MLI
53.0518,1958,6,MLI
101.302,1958,7,MLI
145.585,1958,8,MLI
68.3395,1958,9,MLI
13.5164,1958,10,MLI
5.78786,1958,11,MLI
0.03526,1958,12,MLI
0.07003,1959,1,MLI
0.12417,1959,2,MLI
0.33405,1959,3,MLI
2.26842,1959,4,MLI
16.7505,1959,5,MLI
32.9521,1959,6,MLI
74.2008,1959,7,MLI
149.916,1959,8,MLI
68.9684,1959,9,MLI
7.21047,1959,10,MLI
1.42845,1959,11,MLI
0.01353,1959,12,MLI
0.00516,1960,1,MLI
0.09804,1960,2,MLI
1.18518,1960,3,MLI
3.4717,1960,4,MLI
18.1087,1960,5,MLI
41.2796,1960,6,MLI
96.0604,1960,7,MLI
96.2576,1960,8,MLI
73.0053,1960,9,MLI
12.3158,1960,10,MLI
2.98061,1960,11,MLI
0.03832,1960,12,MLI
0.00303,1961,1,MLI
0.09791,1961,2,MLI
0.3418,1961,3,MLI
2.93032,1961,4,MLI
15.0737,1961,5,MLI
41.8432,1961,6,MLI
100.78,1961,7,MLI
126.953,1961,8,MLI
57.0052,1961,9,MLI
6.2321,1961,10,MLI
1.16145,1961,11,MLI
0.00515,1961,12,MLI
0.0027,1962,1,MLI
0.14332,1962,2,MLI
0.122,1962,3,MLI
10.0874,1962,4,MLI
14.6801,1962,5,MLI
41.449,1962,6,MLI
84.582,1962,7,MLI
120.61,1962,8,MLI
65.2525,1962,9,MLI
20.155,1962,10,MLI
4.20692,1962,11,MLI
0.01046,1962,12,MLI
0.0272,1963,1,MLI
0.52654,1963,2,MLI
0.73919,1963,3,MLI
12.2286,1963,4,MLI
20.583,1963,5,MLI
35.6436,1963,6,MLI
68.6967,1963,7,MLI
112.87,1963,8,MLI
61.8273,1963,9,MLI
35.316,1963,10,MLI
0.72321,1963,11,MLI
0.01533,1963,12,MLI
0.02265,1964,1,MLI
0.09837,1964,2,MLI
0.78269,1964,3,MLI
4.5751,1964,4,MLI
21.4494,1964,5,MLI
55.1056,1964,6,MLI
83.0578,1964,7,MLI
141.201,1964,8,MLI
61.9738,1964,9,MLI
9.11239,1964,10,MLI
1.57385,1964,11,MLI
1.61999,1964,12,MLI
0.45143,1965,1,MLI
0.12823,1965,2,MLI
0.34499,1965,3,MLI
3.34885,1965,4,MLI
9.76373,1965,5,MLI
58.2401,1965,6,MLI
62.4444,1965,7,MLI
139.365,1965,8,MLI
78.2766,1965,9,MLI
15.3596,1965,10,MLI
0.42012,1965,11,MLI
0.00427,1965,12,MLI
0.00198,1966,1,MLI
0.09884,1966,2,MLI
2.3339,1966,3,MLI
3.78125,1966,4,MLI
13.8585,1966,5,MLI
42.5194,1966,6,MLI
61.763,1966,7,MLI
93.0723,1966,8,MLI
92.8639,1966,9,MLI
32.2753,1966,10,MLI
0.63442,1966,11,MLI
0.02777,1966,12,MLI
0.00209,1967,1,MLI
0.77702,1967,2,MLI
1.96468,1967,3,MLI
8.06864,1967,4,MLI
11.2282,1967,5,MLI
38.2635,1967,6,MLI
81.3024,1967,7,MLI
133.554,1967,8,MLI
69.3502,1967,9,MLI
14.0667,1967,10,MLI
2.72537,1967,11,MLI
0.01906,1967,12,MLI
0.00206,1968,1,MLI
1.21701,1968,2,MLI
2.11678,1968,3,MLI
12.7282,1968,4,MLI
16.7764,1968,5,MLI
38.4431,1968,6,MLI
79.5982,1968,7,MLI
88.7793,1968,8,MLI
58.1137,1968,9,MLI
11.3116,1968,10,MLI
2.00012,1968,11,MLI
0.28149,1968,12,MLI
0.004,1969,1,MLI
0.29461,1969,2,MLI
2.43946,1969,3,MLI
2.28495,1969,4,MLI
13.3818,1969,5,MLI
36.2979,1969,6,MLI
88.4667,1969,7,MLI
99.2508,1969,8,MLI
55.6743,1969,9,MLI
38.0701,1969,10,MLI
1.30743,1969,11,MLI
0.0072,1969,12,MLI
0.00396,1970,1,MLI
0.12512,1970,2,MLI
0.81171,1970,3,MLI
4.5529,1970,4,MLI
24.452,1970,5,MLI
23.5443,1970,6,MLI
86.6355,1970,7,MLI
101.798,1970,8,MLI
56.4826,1970,9,MLI
7.00329,1970,10,MLI
0.95471,1970,11,MLI
0.01222,1970,12,MLI
0.00612,1971,1,MLI
1.26257,1971,2,MLI
2.17568,1971,3,MLI
8.1366,1971,4,MLI
8.84104,1971,5,MLI
28.6765,1971,6,MLI
73.3154,1971,7,MLI
124.73,1971,8,MLI
51.0082,1971,9,MLI
4.54436,1971,10,MLI
0.74706,1971,11,MLI
0.79021,1971,12,MLI
0.0694,1972,1,MLI
0.55964,1972,2,MLI
1.2356,1972,3,MLI
10.0364,1972,4,MLI
20.4298,1972,5,MLI
38.4098,1972,6,MLI
54.2312,1972,7,MLI
79.1651,1972,8,MLI
36.277,1972,9,MLI
16.9426,1972,10,MLI
1.72996,1972,11,MLI
0.03145,1972,12,MLI
0.00198,1973,1,MLI
0.11626,1973,2,MLI
0.56648,1973,3,MLI
4.36808,1973,4,MLI
15.6324,1973,5,MLI
30.4096,1973,6,MLI
73.0272,1973,7,MLI
79.9946,1973,8,MLI
41.5066,1973,9,MLI
8.73989,1973,10,MLI
0.42307,1973,11,MLI
0.25155,1973,12,MLI
0.00301,1974,1,MLI
0.09835,1974,2,MLI
2.57518,1974,3,MLI
4.10752,1974,4,MLI
10.0779,1974,5,MLI
37.8138,1974,6,MLI
86.8252,1974,7,MLI
114.423,1974,8,MLI
54.4469,1974,9,MLI
12.0348,1974,10,MLI
0.38925,1974,11,MLI
0.00815,1974,12,MLI
0.00428,1975,1,MLI
0.09945,1975,2,MLI
2.54821,1975,3,MLI
3.8632,1975,4,MLI
21.5796,1975,5,MLI
32.6991,1975,6,MLI
95.6694,1975,7,MLI
97.9848,1975,8,MLI
57.9584,1975,9,MLI
11.4545,1975,10,MLI
2.59007,1975,11,MLI
0.04343,1975,12,MLI
0.25544,1976,1,MLI
0.82078,1976,2,MLI
1.89081,1976,3,MLI
7.78182,1976,4,MLI
21.3658,1976,5,MLI
33.535,1976,6,MLI
67.8417,1976,7,MLI
82.8927,1976,8,MLI
57.8031,1976,9,MLI
43.8562,1976,10,MLI
2.00178,1976,11,MLI
0.00747,1976,12,MLI
0.38693,1977,1,MLI
0.13319,1977,2,MLI
0.29281,1977,3,MLI
4.54273,1977,4,MLI
16.7048,1977,5,MLI
29.9355,1977,6,MLI
67.0687,1977,7,MLI
79.672,1977,8,MLI
68.4933,1977,9,MLI
10.4136,1977,10,MLI
0.07463,1977,11,MLI
0.01417,1977,12,MLI
0.02016,1978,1,MLI
0.31232,1978,2,MLI
2.33127,1978,3,MLI
15.5173,1978,4,MLI
14.4279,1978,5,MLI
36.5275,1978,6,MLI
90.201,1978,7,MLI
73.9184,1978,8,MLI
67.9586,1978,9,MLI
21.9283,1978,10,MLI
0.61125,1978,11,MLI
0.04368,1978,12,MLI
0.0314,1979,1,MLI
0.10019,1979,2,MLI
1.24084,1979,3,MLI
1.53356,1979,4,MLI
25.9265,1979,5,MLI
47.0512,1979,6,MLI
61.5335,1979,7,MLI
86.3107,1979,8,MLI
58.0471,1979,9,MLI
15.1461,1979,10,MLI
2.57322,1979,11,MLI
0.00769,1979,12,MLI
0.21171,1980,1,MLI
1.2253,1980,2,MLI
0.2385,1980,3,MLI
4.31582,1980,4,MLI
10.2677,1980,5,MLI
39.8315,1980,6,MLI
80.2829,1980,7,MLI
108.759,1980,8,MLI
44.5093,1980,9,MLI
9.55744,1980,10,MLI
1.93929,1980,11,MLI
0.33726,1980,12,MLI
0.00316,1981,1,MLI
0.37753,1981,2,MLI
1.14792,1981,3,MLI
7.82928,1981,4,MLI
23.9206,1981,5,MLI
33.115,1981,6,MLI
86.2621,1981,7,MLI
92.2572,1981,8,MLI
41.9341,1981,9,MLI
7.9462,1981,10,MLI
0.18655,1981,11,MLI
0.00434,1981,12,MLI
0.01001,1982,1,MLI
0.37444,1982,2,MLI
2.79364,1982,3,MLI
8.38891,1982,4,MLI
15.8374,1982,5,MLI
34.7966,1982,6,MLI
56.8976,1982,7,MLI
89.0126,1982,8,MLI
38.9232,1982,9,MLI
14.3509,1982,10,MLI
0.1489,1982,11,MLI
0.13395,1982,12,MLI
0.00201,1983,1,MLI
0.80209,1983,2,MLI
0.33952,1983,3,MLI
4.53313,1983,4,MLI
11.8966,1983,5,MLI
37.2823,1983,6,MLI
51.7499,1983,7,MLI
75.4741,1983,8,MLI
39.336,1983,9,MLI
4.85639,1983,10,MLI
0.3503,1983,11,MLI
0.03142,1983,12,MLI
0.00719,1984,1,MLI
0.11221,1984,2,MLI
1.28089,1984,3,MLI
5.21053,1984,4,MLI
20.9476,1984,5,MLI
28.2351,1984,6,MLI
58.4668,1984,7,MLI
52.5784,1984,8,MLI
47.3414,1984,9,MLI
13.8037,1984,10,MLI
3.32935,1984,11,MLI
0.00427,1984,12,MLI
0.00677,1985,1,MLI
0.10357,1985,2,MLI
0.79787,1985,3,MLI
3.44099,1985,4,MLI
5.62583,1985,5,MLI
35.7544,1985,6,MLI
78.1569,1985,7,MLI
85.685,1985,8,MLI
47.6598,1985,9,MLI
9.19077,1985,10,MLI
0.82079,1985,11,MLI
0.00866,1985,12,MLI
0.00198,1986,1,MLI
0.41046,1986,2,MLI
0.27625,1986,3,MLI
5.3623,1986,4,MLI
18.8956,1986,5,MLI
29.6153,1986,6,MLI
74.1956,1986,7,MLI
66.7603,1986,8,MLI
69.0894,1986,9,MLI
10.0756,1986,10,MLI
0.73078,1986,11,MLI
0.00427,1986,12,MLI
0.03221,1987,1,MLI
0.23109,1987,2,MLI
0.4512,1987,3,MLI
0.19813,1987,4,MLI
9.02139,1987,5,MLI
35.9552,1987,6,MLI
56.6834,1987,7,MLI
72.8416,1987,8,MLI
44.0776,1987,9,MLI
16.1955,1987,10,MLI
0.07927,1987,11,MLI
0.11851,1987,12,MLI
0.00538,1988,1,MLI
0.08931,1988,2,MLI
0.74893,1988,3,MLI
5.47112,1988,4,MLI
5.86967,1988,5,MLI
40.3359,1988,6,MLI
89.5384,1988,7,MLI
114.7,1988,8,MLI
63.0862,1988,9,MLI
6.66553,1988,10,MLI
0.48217,1988,11,MLI
0.00668,1988,12,MLI
0.00539,1989,1,MLI
0.66982,1989,2,MLI
2.87592,1989,3,MLI
1.78068,1989,4,MLI
7.53984,1989,5,MLI
37.3048,1989,6,MLI
72.0419,1989,7,MLI
127.416,1989,8,MLI
39.1739,1989,9,MLI
14.9486,1989,10,MLI
0.18904,1989,11,MLI
0.17793,1989,12,MLI
0.01838,1990,1,MLI
0.11461,1990,2,MLI
0.1217,1990,3,MLI
5.60418,1990,4,MLI
12.6694,1990,5,MLI
31.1772,1990,6,MLI
82.7234,1990,7,MLI
66.5072,1990,8,MLI
43.6074,1990,9,MLI
10.23,1990,10,MLI
0.55426,1990,11,MLI
0.01468,1990,12,MLI
0.01508,1991,1,MLI
0.56483,1991,2,MLI
1.09565,1991,3,MLI
4.37197,1991,4,MLI
18.057,1991,5,MLI
32.4458,1991,6,MLI
83.0491,1991,7,MLI
101.548,1991,8,MLI
39.4421,1991,9,MLI
21.1805,1991,10,MLI
0.26743,1991,11,MLI
0.00648,1991,12,MLI
0.14817,1992,1,MLI
0.25789,1992,2,MLI
0.46225,1992,3,MLI
2.66652,1992,4,MLI
18.1347,1992,5,MLI
36.2081,1992,6,MLI
75.8543,1992,7,MLI
98.6662,1992,8,MLI
45.5277,1992,9,MLI
8.19965,1992,10,MLI
0.85145,1992,11,MLI
0.01343,1992,12,MLI
0.00452,1993,1,MLI
0.26246,1993,2,MLI
2.24747,1993,3,MLI
4.40611,1993,4,MLI
7.95037,1993,5,MLI
33.5897,1993,6,MLI
84.0736,1993,7,MLI
88.9031,1993,8,MLI
52.2456,1993,9,MLI
12.2294,1993,10,MLI
0.68766,1993,11,MLI
0.00569,1993,12,MLI
0.0265,1994,1,MLI
0.45152,1994,2,MLI
0.76761,1994,3,MLI
2.22127,1994,4,MLI
15.7241,1994,5,MLI
36.3716,1994,6,MLI
83.3309,1994,7,MLI
123.669,1994,8,MLI
82.5888,1994,9,MLI
32.745,1994,10,MLI
0.98061,1994,11,MLI
0.00449,1994,12,MLI
0.00268,1995,1,MLI
0.16104,1995,2,MLI
2.1401,1995,3,MLI
9.48011,1995,4,MLI
14.749,1995,5,MLI
30.5334,1995,6,MLI
73.5926,1995,7,MLI
99.0205,1995,8,MLI
57.4345,1995,9,MLI
11.4273,1995,10,MLI
0.23804,1995,11,MLI
0.03514,1995,12,MLI
0.03877,1996,1,MLI
0.25706,1996,2,MLI
1.95203,1996,3,MLI
4.01619,1996,4,MLI
16.6681,1996,5,MLI
32.1833,1996,6,MLI
73.0194,1996,7,MLI
82.4001,1996,8,MLI
62.5789,1996,9,MLI
13.442,1996,10,MLI
0.05573,1996,11,MLI
0.05404,1996,12,MLI
0.21817,1997,1,MLI
0.09451,1997,2,MLI
0.25518,1997,3,MLI
8.27386,1997,4,MLI
16.4889,1997,5,MLI
41.8718,1997,6,MLI
64.2707,1997,7,MLI
87.4782,1997,8,MLI
52.643,1997,9,MLI
13.3485,1997,10,MLI
0.38543,1997,11,MLI
0.01706,1997,12,MLI
0.00494,1998,1,MLI
0.35167,1998,2,MLI
0.08138,1998,3,MLI
7.09886,1998,4,MLI
16.7296,1998,5,MLI
33.8342,1998,6,MLI
71.5986,1998,7,MLI
102.694,1998,8,MLI
86.028,1998,9,MLI
11.221,1998,10,MLI
0.05295,1998,11,MLI
0.02992,1998,12,MLI
0.153,1999,1,MLI
0.10963,1999,2,MLI
0.74552,1999,3,MLI
7.07392,1999,4,MLI
10.3191,1999,5,MLI
30.9762,1999,6,MLI
87.4998,1999,7,MLI
161.926,1999,8,MLI
60.0158,1999,9,MLI
24.9429,1999,10,MLI
1.09247,1999,11,MLI
0.00578,1999,12,MLI
0.15424,2000,1,MLI
0.09371,2000,2,MLI
1.09288,2000,3,MLI
5.25908,2000,4,MLI
13.1859,2000,5,MLI
35.0515,2000,6,MLI
84.6073,2000,7,MLI
92.4225,2000,8,MLI
45.8882,2000,9,MLI
15.5962,2000,10,MLI
0.94156,2000,11,MLI
0.00652,2000,12,MLI
0.00897,2001,1,MLI
0.08814,2001,2,MLI
0.31882,2001,3,MLI
4.75786,2001,4,MLI
13.2194,2001,5,MLI
50.056,2001,6,MLI
77.392,2001,7,MLI
93.9885,2001,8,MLI
45.2308,2001,9,MLI
9.35974,2001,10,MLI
0.80803,2001,11,MLI
0.07315,2001,12,MLI
0.28334,2002,1,MLI
0.47096,2002,2,MLI
1.18504,2002,3,MLI
5.46234,2002,4,MLI
10.0767,2002,5,MLI
25.3427,2002,6,MLI
61.569,2002,7,MLI
76.002,2002,8,MLI
50.2514,2002,9,MLI
25.5847,2002,10,MLI
0.09533,2002,11,MLI
0.11573,2002,12,MLI
0.02116,2003,1,MLI
0.43198,2003,2,MLI
0.42727,2003,3,MLI
6.36426,2003,4,MLI
10.3593,2003,5,MLI
50.8719,2003,6,MLI
95.7741,2003,7,MLI
111.926,2003,8,MLI
70.453,2003,9,MLI
18.2605,2003,10,MLI
1.27101,2003,11,MLI
0.02984,2003,12,MLI
0.01739,2004,1,MLI
0.52388,2004,2,MLI
1.5315,2004,3,MLI
8.11211,2004,4,MLI
9.71743,2004,5,MLI
33.4636,2004,6,MLI
95.446,2004,7,MLI
106.852,2004,8,MLI
48.0751,2004,9,MLI
12.2516,2004,10,MLI
2.27473,2004,11,MLI
0.07573,2004,12,MLI
0.11743,2005,1,MLI
0.66973,2005,2,MLI
1.57816,2005,3,MLI
4.88144,2005,4,MLI
18.3793,2005,5,MLI
66.8274,2005,6,MLI
58.6842,2005,7,MLI
102.523,2005,8,MLI
55.2577,2005,9,MLI
15.594,2005,10,MLI
0.15694,2005,11,MLI
0.11146,2005,12,MLI
0.06352,2006,1,MLI
0.34647,2006,2,MLI
0.71027,2006,3,MLI
2.60947,2006,4,MLI
24.7974,2006,5,MLI
38.7604,2006,6,MLI
59.314,2006,7,MLI
94.1999,2006,8,MLI
62.1798,2006,9,MLI
12.425,2006,10,MLI
0.13838,2006,11,MLI
0.04318,2006,12,MLI
0.03319,2007,1,MLI
0.37921,2007,2,MLI
1.08788,2007,3,MLI
7.24111,2007,4,MLI
12.0161,2007,5,MLI
