tas,year,month,country
20.4268,1922,4,CPV
21.4275,1922,5,CPV
22.1938,1922,6,CPV
23.4671,1922,7,CPV
25.177,1922,8,CPV
25.5411,1922,9,CPV
24.9926,1922,10,CPV
24.0357,1922,11,CPV
22.6021,1922,12,CPV
21.3819,1923,1,CPV
21.0377,1923,2,CPV
21.4501,1923,3,CPV
21.3457,1923,4,CPV
22.5364,1923,5,CPV
23.2225,1923,6,CPV
24.1252,1923,7,CPV
25.3182,1923,8,CPV
26.1798,1923,9,CPV
25.3462,1923,10,CPV
24.1789,1923,11,CPV
23.0478,1923,12,CPV
21.7584,1924,1,CPV
20.8915,1924,2,CPV
21.9663,1924,3,CPV
21.9226,1924,4,CPV
22.8567,1924,5,CPV
23.6956,1924,6,CPV
24.3203,1924,7,CPV
25.3339,1924,8,CPV
25.9923,1924,9,CPV
24.8376,1924,10,CPV
24.3771,1924,11,CPV
22.4841,1924,12,CPV
21.648,1925,1,CPV
21.4954,1925,2,CPV
21.582,1925,3,CPV
22.549,1925,4,CPV
23.1751,1925,5,CPV
24.3173,1925,6,CPV
23.8948,1925,7,CPV
25.7124,1925,8,CPV
26.0742,1925,9,CPV
25.4241,1925,10,CPV
24.0546,1925,11,CPV
23.2478,1925,12,CPV
22.4426,1926,1,CPV
22.0598,1926,2,CPV
20.5056,1926,3,CPV
22.5471,1926,4,CPV
21.1414,1926,5,CPV
24.2033,1926,6,CPV
24.7584,1926,7,CPV
25.7118,1926,8,CPV
25.9168,1926,9,CPV
25.6108,1926,10,CPV
24.2106,1926,11,CPV
22.7516,1926,12,CPV
22.3205,1927,1,CPV
21.637,1927,2,CPV
20.6461,1927,3,CPV
22.8857,1927,4,CPV
23.6967,1927,5,CPV
24.2033,1927,6,CPV
24.7128,1927,7,CPV
25.252,1927,8,CPV
25.7016,1927,9,CPV
24.9651,1927,10,CPV
24.6451,1927,11,CPV
22.6454,1927,12,CPV
20.6112,1928,1,CPV
20.6848,1928,2,CPV
21.0718,1928,3,CPV
21.6249,1928,4,CPV
22.4521,1928,5,CPV
24.1005,1928,6,CPV
24.7203,1928,7,CPV
25.1103,1928,8,CPV
26.0543,1928,9,CPV
25.5613,1928,10,CPV
23.562,1928,11,CPV
22.535,1928,12,CPV
21.1896,1929,1,CPV
22.0449,1929,2,CPV
21.0463,1929,3,CPV
22.0065,1929,4,CPV
22.7605,1929,5,CPV
23.6321,1929,6,CPV
24.733,1929,7,CPV
25.1577,1929,8,CPV
26.1147,1929,9,CPV
25.7108,1929,10,CPV
23.9632,1929,11,CPV
22.5491,1929,12,CPV
20.9461,1930,1,CPV
20.5347,1930,2,CPV
21.2029,1930,3,CPV
21.6305,1930,4,CPV
21.882,1930,5,CPV
23.3698,1930,6,CPV
24.1043,1930,7,CPV
25.0236,1930,8,CPV
25.762,1930,9,CPV
25.5613,1930,10,CPV
25.0188,1930,11,CPV
22.1267,1930,12,CPV
20.668,1931,1,CPV
20.5036,1931,2,CPV
21.2029,1931,3,CPV
21.6873,1931,4,CPV
22.4078,1931,5,CPV
22.9744,1931,6,CPV
24.1414,1931,7,CPV
25.5675,1931,8,CPV
25.6817,1931,9,CPV
25.4613,1931,10,CPV
24.5067,1931,11,CPV
22.7516,1931,12,CPV
21.489,1932,1,CPV
20.9915,1932,2,CPV
21.0489,1932,3,CPV
21.8268,1932,4,CPV
22.3871,1932,5,CPV
23.4769,1932,6,CPV
24.2856,1932,7,CPV
25.0631,1932,8,CPV
25.6961,1932,9,CPV
25.1518,1932,10,CPV
24.1673,1932,11,CPV
22.4649,1932,12,CPV
21.0092,1933,1,CPV
21.0704,1933,2,CPV
21.7221,1933,3,CPV
22.3752,1933,4,CPV
22.6053,1933,5,CPV
23.2587,1933,6,CPV
24.2268,1933,7,CPV
25.1906,1933,8,CPV
25.5686,1933,9,CPV
25.2338,1933,10,CPV
23.8949,1933,11,CPV
21.5468,1933,12,CPV
21.1799,1934,1,CPV
20.1183,1934,2,CPV
20.9321,1934,3,CPV
21.3919,1934,4,CPV
21.8529,1934,5,CPV
22.6312,1934,6,CPV
23.959,1934,7,CPV
25.3124,1934,8,CPV
25.5686,1934,9,CPV
25.1518,1934,10,CPV
23.3143,1934,11,CPV
22.2389,1934,12,CPV
21.4569,1935,1,CPV
19.6221,1935,2,CPV
20.3307,1935,3,CPV
21.5732,1935,4,CPV
22.0596,1935,5,CPV
23.1178,1935,6,CPV
23.9856,1935,7,CPV
24.8631,1935,8,CPV
25.7552,1935,9,CPV
24.9376,1935,10,CPV
23.5216,1935,11,CPV
22.9354,1935,12,CPV
21.9531,1936,1,CPV
20.6365,1936,2,CPV
21.0764,1936,3,CPV
21.4457,1936,4,CPV
22.3871,1936,5,CPV
23.3902,1936,6,CPV
24.1448,1936,7,CPV
24.8631,1936,8,CPV
25.3411,1936,9,CPV
24.8651,1936,10,CPV
23.8357,1936,11,CPV
22.7144,1936,12,CPV
21.5569,1937,1,CPV
21.8059,1937,2,CPV
21.4906,1937,3,CPV
21.4457,1937,4,CPV
22.1596,1937,5,CPV
23.5769,1937,6,CPV
24.1448,1937,7,CPV
25.4182,1937,8,CPV
25.7961,1937,9,CPV
25.0926,1937,10,CPV
24.6378,1937,11,CPV
23.5811,1937,12,CPV
20.9112,1938,1,CPV
20.9327,1938,2,CPV
21.3451,1938,3,CPV
21.6732,1938,4,CPV
22.3871,1938,5,CPV
22.9587,1938,6,CPV
24.0581,1938,7,CPV
25.1906,1938,8,CPV
25.4686,1938,9,CPV
24.8651,1938,10,CPV
24.4539,1938,11,CPV
21.7784,1938,12,CPV
21.0387,1939,1,CPV
20.0678,1939,2,CPV
20.5802,1939,3,CPV
20.8495,1939,4,CPV
21.8321,1939,5,CPV
23.1587,1939,6,CPV
24.1448,1939,7,CPV
24.904,1939,8,CPV
25.5686,1939,9,CPV
24.7376,1939,10,CPV
23.8357,1939,11,CPV
22.2334,1939,12,CPV
20.5837,1940,1,CPV
20.2049,1940,2,CPV
21.2631,1940,3,CPV
20.8495,1940,4,CPV
21.8729,1940,5,CPV
23.4274,1940,6,CPV
24.0581,1940,7,CPV
24.822,1940,8,CPV
25.5686,1940,9,CPV
24.2194,1940,10,CPV
23.6807,1940,11,CPV
22.1925,1940,12,CPV
21.1799,1941,1,CPV
20.5969,1941,2,CPV
20.8697,1941,3,CPV
21.7457,1941,4,CPV
22.3871,1941,5,CPV
22.5453,1941,6,CPV
23.7891,1941,7,CPV
25.3339,1941,8,CPV
25.5853,1941,9,CPV
25.2926,1941,10,CPV
24.2223,1941,11,CPV
21.8662,1941,12,CPV
20.3013,1942,1,CPV
19.9428,1942,2,CPV
20.6735,1942,3,CPV
21.5166,1942,4,CPV
21.4827,1942,5,CPV
23.2934,1942,6,CPV
24.3252,1942,7,CPV
24.919,1942,8,CPV
25.5894,1942,9,CPV
25.0926,1942,10,CPV
23.7082,1942,11,CPV
22.3747,1942,12,CPV
20.7442,1943,1,CPV
20.6848,1943,2,CPV
20.5802,1943,3,CPV
21.8238,1943,4,CPV
22.8756,1943,5,CPV
23.9447,1943,6,CPV
24.292,1943,7,CPV
25.0141,1943,8,CPV
25.5015,1943,9,CPV
24.7376,1943,10,CPV
23.932,1943,11,CPV
21.7784,1943,12,CPV
21.7182,1944,1,CPV
20.3176,1944,2,CPV
21.0851,1944,3,CPV
21.8665,1944,4,CPV
22.5558,1944,5,CPV
23.6806,1944,6,CPV
24.5289,1944,7,CPV
25.4829,1944,8,CPV
25.9545,1944,9,CPV
25.2926,1944,10,CPV
24.2007,1944,11,CPV
21.8784,1944,12,CPV
21.6419,1945,1,CPV
20.9506,1945,2,CPV
22.409,1945,3,CPV
21.9599,1945,4,CPV
22.3596,1945,5,CPV
22.9312,1945,6,CPV
24.2961,1945,7,CPV
25.2115,1945,8,CPV
25.6544,1945,9,CPV
25.3462,1945,10,CPV
24.2223,1945,11,CPV
23.4196,1945,12,CPV
20.9575,1946,1,CPV
21.1134,1946,2,CPV
21.0764,1946,3,CPV
21.072,1946,4,CPV
22.0604,1946,5,CPV
23.0587,1946,6,CPV
24.1185,1946,7,CPV
25.3339,1946,8,CPV
25.8178,1946,9,CPV
25.2338,1946,10,CPV
23.762,1946,11,CPV
22.3917,1946,12,CPV
20.732,1947,1,CPV
19.9951,1947,2,CPV
21.2348,1947,3,CPV
21.7457,1947,4,CPV
21.9596,1947,5,CPV
22.4184,1947,6,CPV
23.9419,1947,7,CPV
25.3094,1947,8,CPV
25.6686,1947,9,CPV
25.1926,1947,10,CPV
23.9112,1947,11,CPV
22.7158,1947,12,CPV
21.3035,1948,1,CPV
21.2992,1948,2,CPV
21.9754,1948,3,CPV
21.2182,1948,4,CPV
22.085,1948,5,CPV
23.0312,1948,6,CPV
24.079,1948,7,CPV
25.1906,1948,8,CPV
25.8118,1948,9,CPV
24.9376,1948,10,CPV
24.3044,1948,11,CPV
22.42,1948,12,CPV
20.8091,1949,1,CPV
20.712,1949,2,CPV
20.4307,1949,3,CPV
21.5041,1949,4,CPV
21.4619,1949,5,CPV
23.2178,1949,6,CPV
23.7149,1949,7,CPV
25.3378,1949,8,CPV
25.8702,1949,9,CPV
25.4241,1949,10,CPV
23.8488,1949,11,CPV
22.3981,1949,12,CPV
20.9575,1950,1,CPV
20.2871,1950,2,CPV
21.9372,1950,3,CPV
21.8951,1950,4,CPV
22.0433,1950,5,CPV
23.5694,1950,6,CPV
24.1298,1950,7,CPV
25.3668,1950,8,CPV
25.4365,1950,9,CPV
24.8651,1950,10,CPV
24.0837,1950,11,CPV
22.3059,1950,12,CPV
20.668,1951,1,CPV
19.9541,1951,2,CPV
20.7284,1951,3,CPV
21.6645,1951,4,CPV
21.9642,1951,5,CPV
23.052,1951,6,CPV
24.379,1951,7,CPV
25.1115,1951,8,CPV
25.5523,1951,9,CPV
24.4689,1951,10,CPV
23.4412,1951,11,CPV
21.785,1951,12,CPV
20.4522,1952,1,CPV
20.4773,1952,2,CPV
20.9906,1952,3,CPV
21.3665,1952,4,CPV
21.7115,1952,5,CPV
23.7966,1952,6,CPV
24.4543,1952,7,CPV
25.2973,1952,8,CPV
25.6528,1952,9,CPV
24.9376,1952,10,CPV
24.6739,1952,11,CPV
23.0336,1952,12,CPV
21.7219,1953,1,CPV
20.237,1953,2,CPV
20.8972,1953,3,CPV
21.3249,1953,4,CPV
22.0642,1953,5,CPV
22.952,1953,6,CPV
24.0166,1953,7,CPV
25.3907,1953,8,CPV
25.6649,1953,9,CPV
24.9651,1953,10,CPV
24.0968,1953,11,CPV
22.668,1953,12,CPV
21.1799,1954,1,CPV
19.6522,1954,2,CPV
20.7142,1954,3,CPV
21.3249,1954,4,CPV
22.585,1954,5,CPV
23.417,1954,6,CPV
23.9581,1954,7,CPV
24.8266,1954,8,CPV
25.6686,1954,9,CPV
25.4241,1954,10,CPV
24.3464,1954,11,CPV
22.4232,1954,12,CPV
21.7913,1955,1,CPV
20.6478,1955,2,CPV
20.7489,1955,3,CPV
21.8268,1955,4,CPV
22.6332,1955,5,CPV
23.5274,1955,6,CPV
23.959,1955,7,CPV
25.0511,1955,8,CPV
25.6894,1955,9,CPV
25.0651,1955,10,CPV
24.1502,1955,11,CPV
23.0035,1955,12,CPV
21.394,1956,1,CPV
20.5385,1956,2,CPV
20.7852,1956,3,CPV
21.1817,1956,4,CPV
22.2275,1956,5,CPV
23.0341,1956,6,CPV
23.9419,1956,7,CPV
25.0744,1956,8,CPV
25.5157,1956,9,CPV
25.0926,1956,10,CPV
24.0893,1956,11,CPV
22.4298,1956,12,CPV
20.4618,1957,1,CPV
20.6848,1957,2,CPV
20.8332,1957,3,CPV
21.3599,1957,4,CPV
21.6859,1957,5,CPV
22.688,1957,6,CPV
23.9581,1957,7,CPV
25.237,1957,8,CPV
25.5987,1957,9,CPV
24.5509,1957,10,CPV
23.8357,1957,11,CPV
22.2079,1957,12,CPV
21.1799,1958,1,CPV
21.4592,1958,2,CPV
21.8071,1958,3,CPV
22.0839,1958,4,CPV
22.9756,1958,5,CPV
23.703,1958,6,CPV
24.3507,1958,7,CPV
24.8729,1958,8,CPV
25.8082,1958,9,CPV
24.9651,1958,10,CPV
24.1255,1958,11,CPV
22.1776,1958,12,CPV
21.3253,1959,1,CPV
21.0261,1959,2,CPV
20.9556,1959,3,CPV
21.6524,1959,4,CPV
22.0758,1959,5,CPV
23.1662,1959,6,CPV
24.3091,1959,7,CPV
25.0906,1959,8,CPV
25.6395,1959,9,CPV
25.2926,1959,10,CPV
23.4442,1959,11,CPV
21.579,1959,12,CPV
21.232,1960,1,CPV
21.0328,1960,2,CPV
21.2793,1960,3,CPV
21.5486,1960,4,CPV
22.0596,1960,5,CPV
22.915,1960,6,CPV
24.0581,1960,7,CPV
25.1182,1960,8,CPV
25.4411,1960,9,CPV
24.8376,1960,10,CPV
24.0893,1960,11,CPV
21.9521,1960,12,CPV
21.0112,1961,1,CPV
21.1036,1961,2,CPV
21.6117,1961,3,CPV
22.1169,1961,4,CPV
22.9599,1961,5,CPV
23.7264,1961,6,CPV
24.0611,1961,7,CPV
25.2511,1961,8,CPV
25.5024,1961,9,CPV
24.7376,1961,10,CPV
23.3157,1961,11,CPV
22.3869,1961,12,CPV
22.0105,1962,1,CPV
21.3596,1962,2,CPV
21.6117,1962,3,CPV
21.8411,1962,4,CPV
22.3596,1962,5,CPV
23.1549,1962,6,CPV
24.2222,1962,7,CPV
24.9631,1962,8,CPV
25.6715,1962,9,CPV
24.8651,1962,10,CPV
24.1224,1962,11,CPV
22.6516,1962,12,CPV
22.1134,1963,1,CPV
21.1418,1963,2,CPV
21.8559,1963,3,CPV
21.9382,1963,4,CPV
22.5962,1963,5,CPV
23.2587,1963,6,CPV
24.3111,1963,7,CPV
25.3593,1963,8,CPV
25.7752,1963,9,CPV
24.584,1963,10,CPV
24.0301,1963,11,CPV
21.4201,1963,12,CPV
21.0387,1964,1,CPV
21.0781,1964,2,CPV
21.4039,1964,3,CPV
21.5062,1964,4,CPV
22.9761,1964,5,CPV
23.4919,1964,6,CPV
23.9306,1964,7,CPV
25.0744,1964,8,CPV
25.2205,1964,9,CPV
24.9376,1964,10,CPV
23.9413,1964,11,CPV
21.6029,1964,12,CPV
20.3759,1965,1,CPV
20.3999,1965,2,CPV
21.4143,1965,3,CPV
21.4665,1965,4,CPV
22.1625,1965,5,CPV
23.052,1965,6,CPV
24.1648,1965,7,CPV
25.1115,1965,8,CPV
25.5732,1965,9,CPV
24.9376,1965,10,CPV
23.7337,1965,11,CPV
22.2088,1965,12,CPV
21.1642,1966,1,CPV
21.5592,1966,2,CPV
21.6221,1966,3,CPV
21.9206,1966,4,CPV
22.7903,1966,5,CPV
23.1642,1966,6,CPV
24.0856,1966,7,CPV
25.3923,1966,8,CPV
25.4477,1966,9,CPV
24.8376,1966,10,CPV
24.3577,1966,11,CPV
22.7776,1966,12,CPV
21.9501,1967,1,CPV
20.8431,1967,2,CPV
21.3257,1967,3,CPV
21.2031,1967,4,CPV
21.8905,1967,5,CPV
23.1708,1967,6,CPV
24.1856,1967,7,CPV
25.237,1967,8,CPV
25.3665,1967,9,CPV
24.8376,1967,10,CPV
23.003,1967,11,CPV
21.4706,1967,12,CPV
20.267,1968,1,CPV
20.3431,1968,2,CPV
20.5839,1968,3,CPV
21.2466,1968,4,CPV
21.7596,1968,5,CPV
22.3213,1968,6,CPV
23.7835,1968,7,CPV
25.4003,1968,8,CPV
25.7082,1968,9,CPV
25.3462,1968,10,CPV
23.832,1968,11,CPV
22.5766,1968,12,CPV
21.6606,1969,1,CPV
21.1389,1969,2,CPV
22.0022,1969,3,CPV
22.3409,1969,4,CPV
22.8307,1969,5,CPV
23.3379,1969,6,CPV
24.2598,1969,7,CPV
25.2474,1969,8,CPV
25.8365,1969,9,CPV
25.1518,1969,10,CPV
24.0099,1969,11,CPV
22.4983,1969,12,CPV
21.2128,1970,1,CPV
21.3389,1970,2,CPV
21.5593,1970,3,CPV
22.2759,1970,4,CPV
22.4076,1970,5,CPV
23.4061,1970,6,CPV
24.1043,1970,7,CPV
25.1115,1970,8,CPV
25.8373,1970,9,CPV
25.2338,1970,10,CPV
23.8515,1970,11,CPV
22.8276,1970,12,CPV
21.1253,1971,1,CPV
20.2575,1971,2,CPV
20.4881,1971,3,CPV
20.9316,1971,4,CPV
21.3974,1971,5,CPV
22.3855,1971,6,CPV
23.8373,1971,7,CPV
25.0906,1971,8,CPV
25.7118,1971,9,CPV
25.2338,1971,10,CPV
23.3552,1971,11,CPV
21.4706,1971,12,CPV
20.5807,1972,1,CPV
19.8248,1972,2,CPV
20.0345,1972,3,CPV
20.7534,1972,4,CPV
21.1555,1972,5,CPV
22.7245,1972,6,CPV
23.6565,1972,7,CPV
24.6368,1972,8,CPV
25.5864,1972,9,CPV
25.1926,1972,10,CPV
24.4072,1972,11,CPV
21.7365,1972,12,CPV
20.4254,1973,1,CPV
20.1499,1973,2,CPV
20.8489,1973,3,CPV
21.3823,1973,4,CPV
22.3028,1973,5,CPV
23.408,1973,6,CPV
23.8581,1973,7,CPV
24.9698,1973,8,CPV
25.4477,1973,9,CPV
24.8651,1973,10,CPV
24.0592,1973,11,CPV
21.9156,1973,12,CPV
20.5602,1974,1,CPV
19.9332,1974,2,CPV
20.1032,1974,3,CPV
20.5505,1974,4,CPV
21.3355,1974,5,CPV
22.2389,1974,6,CPV
23.7561,1974,7,CPV
24.5199,1974,8,CPV
25.3619,1974,9,CPV
24.4689,1974,10,CPV
23.0791,1974,11,CPV
21.8662,1974,12,CPV
21.0112,1975,1,CPV
22.2742,1975,2,CPV
20.8077,1975,3,CPV
20.7963,1975,4,CPV
21.1338,1975,5,CPV
22.4721,1975,6,CPV
23.5893,1975,7,CPV
25.0631,1975,8,CPV
25.2064,1975,9,CPV
24.9926,1975,10,CPV
23.1625,1975,11,CPV
21.9059,1975,12,CPV
20.5837,1976,1,CPV
19.7942,1976,2,CPV
20.2231,1976,3,CPV
21.0014,1976,4,CPV
22.4669,1976,5,CPV
22.6295,1976,6,CPV
23.8306,1976,7,CPV
25.3237,1976,8,CPV
25.5686,1976,9,CPV
24.7376,1976,10,CPV
23.6874,1976,11,CPV
21.1862,1976,12,CPV
20.6921,1977,1,CPV
20.1678,1977,2,CPV
21.3404,1977,3,CPV
21.8079,1977,4,CPV
21.7579,1977,5,CPV
22.8774,1977,6,CPV
24.0252,1977,7,CPV
24.9743,1977,8,CPV
25.5252,1977,9,CPV
24.9376,1977,10,CPV
23.8686,1977,11,CPV
22.2334,1977,12,CPV
21.0715,1978,1,CPV
20.664,1978,2,CPV
21.1509,1978,3,CPV
21.0252,1978,4,CPV
22.4506,1978,5,CPV
23.265,1978,6,CPV
23.9043,1978,7,CPV
25.0093,1978,8,CPV
25.4827,1978,9,CPV
24.9926,1978,10,CPV
24.132,1978,11,CPV
22.2746,1978,12,CPV
21.0387,1979,1,CPV
20.8915,1979,2,CPV
20.6735,1979,3,CPV
21.6249,1979,4,CPV
22.2871,1979,5,CPV
23.4019,1979,6,CPV
23.9581,1979,7,CPV
25.086,1979,8,CPV
25.7715,1979,9,CPV
25.0926,1979,10,CPV
23.7753,1979,11,CPV
22.8305,1979,12,CPV
20.9274,1980,1,CPV
20.7178,1980,2,CPV
20.8077,1980,3,CPV
21.6554,1980,4,CPV
21.6974,1980,5,CPV
22.517,1980,6,CPV
23.7306,1980,7,CPV
25.0368,1980,8,CPV
25.4686,1980,9,CPV
24.5509,1980,10,CPV
23.3874,1980,11,CPV
22.0872,1980,12,CPV
21.0904,1981,1,CPV
19.9554,1981,2,CPV
21.5471,1981,3,CPV
21.3695,1981,4,CPV
22.0596,1981,5,CPV
22.869,1981,6,CPV
24.044,1981,7,CPV
25.1906,1981,8,CPV
25.8328,1981,9,CPV
25.0926,1981,10,CPV
24.4168,1981,11,CPV
22.6894,1981,12,CPV
21.1141,1982,1,CPV
20.0183,1982,2,CPV
20.62,1982,3,CPV
21.1666,1982,4,CPV
21.4634,1982,5,CPV
22.5389,1982,6,CPV
23.9306,1982,7,CPV
24.9631,1982,8,CPV
25.7118,1982,9,CPV
24.9376,1982,10,CPV
23.7357,1982,11,CPV
21.4602,1982,12,CPV
21.3531,1983,1,CPV
21.2097,1983,2,CPV
21.6863,1983,3,CPV
21.5315,1983,4,CPV
21.7909,1983,5,CPV
22.793,1983,6,CPV
24.2581,1983,7,CPV
25.2739,1983,8,CPV
25.7289,1983,9,CPV
25.3793,1983,10,CPV
24.2539,1983,11,CPV
21.5097,1983,12,CPV
20.3759,1984,1,CPV
20.764,1984,2,CPV
20.67,1984,3,CPV
21.4353,1984,4,CPV
22.3596,1984,5,CPV
23.1379,1984,6,CPV
23.9581,1984,7,CPV
25.0646,1984,8,CPV
25.6356,1984,9,CPV
24.7784,1984,10,CPV
23.6082,1984,11,CPV
21.5917,1984,12,CPV
19.9738,1985,1,CPV
20.3018,1985,2,CPV
20.4953,1985,3,CPV
20.875,1985,4,CPV
21.1593,1985,5,CPV
22.4605,1985,6,CPV
23.744,1985,7,CPV
24.9906,1985,8,CPV
25.3411,1985,9,CPV
24.9376,1985,10,CPV
23.3874,1985,11,CPV
22.1334,1985,12,CPV
19.7561,1986,1,CPV
19.9183,1986,2,CPV
20.3745,1986,3,CPV
21.289,1986,4,CPV
21.9596,1986,5,CPV
22.4721,1986,6,CPV
23.8118,1986,7,CPV
25.0631,1986,8,CPV
25.3819,1986,9,CPV
24.9376,1986,10,CPV
23.3016,1986,11,CPV
21.637,1986,12,CPV
20.6096,1987,1,CPV
20.2829,1987,2,CPV
21.3039,1987,3,CPV
22.138,1987,4,CPV
22.6978,1987,5,CPV
23.4274,1987,6,CPV
24.2403,1987,7,CPV
25.2973,1987,8,CPV
25.5052,1987,9,CPV
24.9926,1987,10,CPV
23.9195,1987,11,CPV
22.5917,1987,12,CPV
20.4872,1988,1,CPV
20.2685,1988,2,CPV
21.5401,1988,3,CPV
21.5478,1988,4,CPV
22.1804,1988,5,CPV
22.7245,1988,6,CPV
23.9581,1988,7,CPV
25.0443,1988,8,CPV
25.4477,1988,9,CPV
24.584,1988,10,CPV
23.692,1988,11,CPV
21.8059,1988,12,CPV
20.697,1989,1,CPV
20.564,1989,2,CPV
20.6983,1989,3,CPV
20.6693,1989,4,CPV
22.0596,1989,5,CPV
23.1999,1989,6,CPV
24.0581,1989,7,CPV
24.9216,1989,8,CPV
25.6639,1989,9,CPV
24.8651,1989,10,CPV
22.9063,1989,11,CPV
22.4125,1989,12,CPV
20.2901,1990,1,CPV
21.032,1990,2,CPV
21.9644,1990,3,CPV
21.228,1990,4,CPV
21.7049,1990,5,CPV
22.4605,1990,6,CPV
23.7978,1990,7,CPV
25.3094,1990,8,CPV
25.9374,1990,9,CPV
25.2926,1990,10,CPV
23.9514,1990,11,CPV
21.7992,1990,12,CPV
20.932,1991,1,CPV
20.4773,1991,2,CPV
20.5156,1991,3,CPV
21.0768,1991,4,CPV
21.2945,1991,5,CPV
22.3417,1991,6,CPV
23.7715,1991,7,CPV
25.0698,1991,8,CPV
25.6894,1991,9,CPV
24.9651,1991,10,CPV
24.3539,1991,11,CPV
23.029,1991,12,CPV
21.7734,1992,1,CPV
20.8431,1992,2,CPV
20.8124,1992,3,CPV
20.982,1992,4,CPV
22.0758,1992,5,CPV
22.9312,1992,6,CPV
23.8306,1992,7,CPV
24.9443,1992,8,CPV
25.5773,1992,9,CPV
24.584,1992,10,CPV
23.9508,1992,11,CPV
22.4036,1992,12,CPV
21.0575,1993,1,CPV
20.3365,1993,2,CPV
21.0159,1993,3,CPV
21.6889,1993,4,CPV
22.0758,1993,5,CPV
23.052,1993,6,CPV
24.0602,1993,7,CPV
25.3907,1993,8,CPV
25.6848,1993,9,CPV
25.0651,1993,10,CPV
22.8506,1993,11,CPV
21.985,1993,12,CPV
20.6425,1994,1,CPV
20.3431,1994,2,CPV
20.7644,1994,3,CPV
21.4665,1994,4,CPV
21.8321,1994,5,CPV
22.752,1994,6,CPV
23.9118,1994,7,CPV
24.9877,1994,8,CPV
25.428,1994,9,CPV
24.8651,1994,10,CPV
24.0864,1994,11,CPV
22.9099,1994,12,CPV
21.1387,1995,1,CPV
20.9552,1995,2,CPV
20.6526,1995,3,CPV
21.177,1995,4,CPV
22.2312,1995,5,CPV
23.0775,1995,6,CPV
24.5038,1995,7,CPV
25.3182,1995,8,CPV
25.7552,1995,9,CPV
24.8376,1995,10,CPV
24.2861,1995,11,CPV
22.517,1995,12,CPV
21.2538,1996,1,CPV
20.5111,1996,2,CPV
20.9764,1996,3,CPV
21.6732,1996,4,CPV
21.7113,1996,5,CPV
23.1744,1996,6,CPV
24.1448,1996,7,CPV
25.284,1996,8,CPV
25.5411,1996,9,CPV
25.2926,1996,10,CPV
23.8949,1996,11,CPV
22.3984,1996,12,CPV
21.4074,1997,1,CPV
21.8313,1997,2,CPV
21.5438,1997,3,CPV
21.4295,1997,4,CPV
22.3871,1997,5,CPV
23.2435,1997,6,CPV
23.9978,1997,7,CPV
25.2182,1997,8,CPV
25.8373,1997,9,CPV
24.2194,1997,10,CPV
24.6814,1997,11,CPV
22.627,1997,12,CPV
21.9531,1998,1,CPV
21.9059,1998,2,CPV
22.0882,1998,3,CPV
22.0268,1998,4,CPV
22.1596,1998,5,CPV
22.8453,1998,6,CPV
23.8581,1998,7,CPV
25.251,1998,8,CPV
25.7715,1998,9,CPV
25.3793,1998,10,CPV
24.5474,1998,11,CPV
22.6036,1998,12,CPV
20.3135,1999,1,CPV
19.981,1999,2,CPV
20.3678,1999,3,CPV
21.239,1999,4,CPV
22.2529,1999,5,CPV
23.5274,1999,6,CPV
24.5543,1999,7,CPV
25.2256,1999,8,CPV
25.7082,1999,9,CPV
25.0651,1999,10,CPV
23.692,1999,11,CPV
22.42,1999,12,CPV
20.8478,2000,1,CPV
20.9656,2000,2,CPV
21.785,2000,3,CPV
21.6732,2000,4,CPV
21.667,2000,5,CPV
23.1178,2000,6,CPV
23.9581,2000,7,CPV
25.1936,2000,8,CPV
25.8118,2000,9,CPV
24.7376,2000,10,CPV
23.7941,2000,11,CPV
22.4553,2000,12,CPV
20.8516,2001,1,CPV
20.8915,2001,2,CPV
20.6953,2001,3,CPV
21.5457,2001,4,CPV
22.2733,2001,5,CPV
23.2821,2001,6,CPV
24.2268,2001,7,CPV
25.5497,2001,8,CPV
25.9065,2001,9,CPV
25.6108,2001,10,CPV
25.2557,2001,11,CPV
23.5139,2001,12,CPV
21.5824,2002,1,CPV
20.9656,2002,2,CPV
20.9489,2002,3,CPV
20.9867,2002,4,CPV
21.9596,2002,5,CPV
23.1999,2002,6,CPV
24.2268,2002,7,CPV
25.3443,2002,8,CPV
25.8961,2002,9,CPV
25.2338,2002,10,CPV
24.0893,2002,11,CPV
22.9791,2002,12,CPV
21.0112,2003,1,CPV
20.0362,2003,2,CPV
21.3404,2003,3,CPV
21.6732,2003,4,CPV
22.3871,2003,5,CPV
22.9312,2003,6,CPV
24.0723,2003,7,CPV
25.3182,2003,8,CPV
25.9496,2003,9,CPV
25.5108,2003,10,CPV
24.2106,2003,11,CPV
23.0035,2003,12,CPV
21.2538,2004,1,CPV
21.0781,2004,2,CPV
21.4545,2004,3,CPV
21.5732,2004,4,CPV
21.8372,2004,5,CPV
22.9587,2004,6,CPV
24.1978,2004,7,CPV
25.4211,2004,8,CPV
25.8961,2004,9,CPV
25.5613,2004,10,CPV
24.4168,2004,11,CPV
22.2125,2004,12,CPV
21.297,2005,1,CPV
20.4773,2005,2,CPV
21.5787,2005,3,CPV
21.9164,2005,4,CPV
23.3591,2005,5,CPV
23.6523,2005,6,CPV
24.4172,2005,7,CPV
25.4717,2005,8,CPV
25.7752,2005,9,CPV
25.4241,2005,10,CPV
24.6035,2005,11,CPV
23.0837,2005,12,CPV
21.216,2006,1,CPV
