tas,year,month,country
29.7767,1962,8,MLI
30.4232,1962,9,MLI
29.7769,1962,10,MLI
26.6458,1962,11,MLI
21.1312,1962,12,MLI
23.473,1963,1,MLI
26.8018,1963,2,MLI
26.3496,1963,3,MLI
30.1588,1963,4,MLI
31.1494,1963,5,MLI
32.9209,1963,6,MLI
32.011,1963,7,MLI
30.3988,1963,8,MLI
30.7402,1963,9,MLI
28.3649,1963,10,MLI
25.6745,1963,11,MLI
21.8626,1963,12,MLI
21.3175,1964,1,MLI
24.6148,1964,2,MLI
29.1704,1964,3,MLI
29.6102,1964,4,MLI
33.1977,1964,5,MLI
32.5692,1964,6,MLI
31.4356,1964,7,MLI
29.4087,1964,8,MLI
29.8706,1964,9,MLI
29.2348,1964,10,MLI
25.2806,1964,11,MLI
22.6816,1964,12,MLI
21.1864,1965,1,MLI
24.5543,1965,2,MLI
27.319,1965,3,MLI
28.7307,1965,4,MLI
33.3727,1965,5,MLI
32.8485,1965,6,MLI
31.3993,1965,7,MLI
29.7585,1965,8,MLI
29.706,1965,9,MLI
30.106,1965,10,MLI
25.6145,1965,11,MLI
20.9566,1965,12,MLI
22.2611,1966,1,MLI
24.4078,1966,2,MLI
27.0068,1966,3,MLI
30.1108,1966,4,MLI
32.8172,1966,5,MLI
33.3549,1966,6,MLI
32.0575,1966,7,MLI
30.787,1966,8,MLI
29.7496,1966,9,MLI
29.9733,1966,10,MLI
25.542,1966,11,MLI
22.4886,1966,12,MLI
20.1679,1967,1,MLI
23.7777,1967,2,MLI
26.7597,1967,3,MLI
30.4294,1967,4,MLI
33.5402,1967,5,MLI
32.8762,1967,6,MLI
31.6659,1967,7,MLI
29.6246,1967,8,MLI
29.5706,1967,9,MLI
28.9814,1967,10,MLI
25.4702,1967,11,MLI
20.1745,1967,12,MLI
19.8649,1968,1,MLI
24.9035,1968,2,MLI
26.9943,1968,3,MLI
30.0787,1968,4,MLI
32.0501,1968,5,MLI
32.2222,1968,6,MLI
31.283,1968,7,MLI
30.8668,1968,8,MLI
30.1601,1968,9,MLI
29.2425,1968,10,MLI
25.9472,1968,11,MLI
22.6945,1968,12,MLI
22.7005,1969,1,MLI
26.1777,1969,2,MLI
29.9391,1969,3,MLI
29.3476,1969,4,MLI
33.0146,1969,5,MLI
33.6844,1969,6,MLI
31.2365,1969,7,MLI
30.1864,1969,8,MLI
30.4028,1969,9,MLI
28.9921,1969,10,MLI
25.9911,1969,11,MLI
22.102,1969,12,MLI
22.8234,1970,1,MLI
25.0126,1970,2,MLI
27.332,1970,3,MLI
30.5449,1970,4,MLI
32.6681,1970,5,MLI
34.041,1970,6,MLI
31.8582,1970,7,MLI
30.4894,1970,8,MLI
29.8622,1970,9,MLI
29.5587,1970,10,MLI
25.3498,1970,11,MLI
21.805,1970,12,MLI
20.8069,1971,1,MLI
24.2555,1971,2,MLI
27.688,1971,3,MLI
30.6648,1971,4,MLI
32.4958,1971,5,MLI
33.305,1971,6,MLI
31.4166,1971,7,MLI
29.5152,1971,8,MLI
29.8895,1971,9,MLI
28.743,1971,10,MLI
25.3299,1971,11,MLI
22.544,1971,12,MLI
21.3403,1972,1,MLI
23.9342,1972,2,MLI
26.7787,1972,3,MLI
29.7634,1972,4,MLI
31.5836,1972,5,MLI
32.1296,1972,6,MLI
32.8613,1972,7,MLI
31.1914,1972,8,MLI
31.1164,1972,9,MLI
30.4076,1972,10,MLI
25.1973,1972,11,MLI
21.7223,1972,12,MLI
20.3026,1973,1,MLI
23.7477,1973,2,MLI
26.9618,1973,3,MLI
31.1815,1973,4,MLI
34.1097,1973,5,MLI
34.0053,1973,6,MLI
32.0441,1973,7,MLI
30.9711,1973,8,MLI
30.9709,1973,9,MLI
29.0617,1973,10,MLI
25.8738,1973,11,MLI
20.3304,1973,12,MLI
20.0062,1974,1,MLI
22.7701,1974,2,MLI
26.5841,1974,3,MLI
29.2505,1974,4,MLI
32.9833,1974,5,MLI
33.5075,1974,6,MLI
30.9967,1974,7,MLI
30.3876,1974,8,MLI
30.3358,1974,9,MLI
28.7374,1974,10,MLI
24.7819,1974,11,MLI
20.9211,1974,12,MLI
19.716,1975,1,MLI
22.5729,1975,2,MLI
26.4422,1975,3,MLI
30.4637,1975,4,MLI
32.2032,1975,5,MLI
33.3054,1975,6,MLI
30.8966,1975,7,MLI
30.6559,1975,8,MLI
29.8659,1975,9,MLI
29.3009,1975,10,MLI
23.8349,1975,11,MLI
22.8164,1975,12,MLI
19.6946,1976,1,MLI
22.4093,1976,2,MLI
24.9854,1976,3,MLI
29.3441,1976,4,MLI
31.867,1976,5,MLI
32.5801,1976,6,MLI
31.7949,1976,7,MLI
30.3428,1976,8,MLI
30.2123,1976,9,MLI
28.9441,1976,10,MLI
25.1486,1976,11,MLI
21.8125,1976,12,MLI
22.604,1977,1,MLI
23.7573,1977,2,MLI
26.921,1977,3,MLI
30.8839,1977,4,MLI
32.3872,1977,5,MLI
33.6533,1977,6,MLI
32.1136,1977,7,MLI
30.6832,1977,8,MLI
30.3916,1977,9,MLI
29.8122,1977,10,MLI
24.6417,1977,11,MLI
21.9682,1977,12,MLI
22.8092,1978,1,MLI
25.4344,1978,2,MLI
27.902,1978,3,MLI
30.1264,1978,4,MLI
33.2567,1978,5,MLI
32.8264,1978,6,MLI
31.5391,1978,7,MLI
31.0139,1978,8,MLI
30.3356,1978,9,MLI
29.1764,1978,10,MLI
25.5117,1978,11,MLI
22.7584,1978,12,MLI
24.5823,1979,1,MLI
23.3514,1979,2,MLI
28.007,1979,3,MLI
29.9276,1979,4,MLI
32.651,1979,5,MLI
33.0181,1979,6,MLI
32.3885,1979,7,MLI
31.0955,1979,8,MLI
30.9008,1979,9,MLI
29.82,1979,10,MLI
25.4995,1979,11,MLI
21.486,1979,12,MLI
23.6395,1980,1,MLI
24.5866,1980,2,MLI
27.7223,1980,3,MLI
32.1445,1980,4,MLI
33.2468,1980,5,MLI
33.7901,1980,6,MLI
31.5794,1980,7,MLI
30.4453,1980,8,MLI
30.9116,1980,9,MLI
29.4253,1980,10,MLI
26.4549,1980,11,MLI
20.3992,1980,12,MLI
19.718,1981,1,MLI
24.2062,1981,2,MLI
28.3476,1981,3,MLI
31.2674,1981,4,MLI
33.0033,1981,5,MLI
33.8688,1981,6,MLI
31.5824,1981,7,MLI
30.8264,1981,8,MLI
30.7206,1981,9,MLI
30.035,1981,10,MLI
24.9754,1981,11,MLI
22.0678,1981,12,MLI
20.053,1982,1,MLI
23.3577,1982,2,MLI
27.1858,1982,3,MLI
31.1945,1982,4,MLI
32.7408,1982,5,MLI
33.6257,1982,6,MLI
32.7076,1982,7,MLI
30.8361,1982,8,MLI
31.7339,1982,9,MLI
29.3275,1982,10,MLI
24.7566,1982,11,MLI
20.5203,1982,12,MLI
19.5489,1983,1,MLI
25.192,1983,2,MLI
27.3534,1983,3,MLI
31.8977,1983,4,MLI
34.6685,1983,5,MLI
33.937,1983,6,MLI
32.6677,1983,7,MLI
31.5901,1983,8,MLI
31.6618,1983,9,MLI
29.6333,1983,10,MLI
26.4577,1983,11,MLI
21.5892,1983,12,MLI
20.5282,1984,1,MLI
22.681,1984,2,MLI
27.938,1984,3,MLI
31.2915,1984,4,MLI
33.1732,1984,5,MLI
33.5903,1984,6,MLI
32.4092,1984,7,MLI
32.1524,1984,8,MLI
31.2676,1984,9,MLI
29.5053,1984,10,MLI
26.0633,1984,11,MLI
21.2817,1984,12,MLI
21.5929,1985,1,MLI
24.6308,1985,2,MLI
28.0073,1985,3,MLI
29.9094,1985,4,MLI
32.8643,1985,5,MLI
34.148,1985,6,MLI
31.4242,1985,7,MLI
31.061,1985,8,MLI
30.9056,1985,9,MLI
29.8428,1985,10,MLI
26.3664,1985,11,MLI
20.684,1985,12,MLI
19.6852,1986,1,MLI
24.4055,1986,2,MLI
26.332,1986,3,MLI
31.8703,1986,4,MLI
33.4374,1986,5,MLI
33.9484,1986,6,MLI
31.4567,1986,7,MLI
31.3938,1986,8,MLI
30.2815,1986,9,MLI
29.4883,1986,10,MLI
25.0893,1986,11,MLI
20.2569,1986,12,MLI
22.2931,1987,1,MLI
24.9061,1987,2,MLI
27.8543,1987,3,MLI
30.964,1987,4,MLI
35.0833,1987,5,MLI
33.709,1987,6,MLI
33.2428,1987,7,MLI
31.5998,1987,8,MLI
31.6316,1987,9,MLI
30.3282,1987,10,MLI
26.3912,1987,11,MLI
22.8977,1987,12,MLI
20.7179,1988,1,MLI
24.7173,1988,2,MLI
28.5786,1988,3,MLI
31.895,1988,4,MLI
33.7983,1988,5,MLI
33.8743,1988,6,MLI
31.5683,1988,7,MLI
30.6652,1988,8,MLI
30.6083,1988,9,MLI
29.7698,1988,10,MLI
25.1472,1988,11,MLI
19.7759,1988,12,MLI
20.7555,1989,1,MLI
22.8015,1989,2,MLI
27.0157,1989,3,MLI
30.1877,1989,4,MLI
33.439,1989,5,MLI
33.8283,1989,6,MLI
31.7357,1989,7,MLI
29.8691,1989,8,MLI
31.3688,1989,9,MLI
29.7458,1989,10,MLI
26.7545,1989,11,MLI
22.9502,1989,12,MLI
21.0641,1990,1,MLI
24.3122,1990,2,MLI
27.8934,1990,3,MLI
31.6263,1990,4,MLI
33.5158,1990,5,MLI
34.171,1990,6,MLI
31.8321,1990,7,MLI
31.6805,1990,8,MLI
31.5668,1990,9,MLI
30.7274,1990,10,MLI
26.6669,1990,11,MLI
22.6575,1990,12,MLI
21.6057,1991,1,MLI
24.3036,1991,2,MLI
27.6491,1991,3,MLI
30.9279,1991,4,MLI
32.3465,1991,5,MLI
33.9143,1991,6,MLI
31.5855,1991,7,MLI
30.3319,1991,8,MLI
31.5396,1991,9,MLI
29.3711,1991,10,MLI
26.0599,1991,11,MLI
21.2019,1991,12,MLI
19.5778,1992,1,MLI
23.9248,1992,2,MLI
26.3411,1992,3,MLI
30.5582,1992,4,MLI
32.5249,1992,5,MLI
33.9521,1992,6,MLI
31.5502,1992,7,MLI
30.341,1992,8,MLI
30.7449,1992,9,MLI
29.609,1992,10,MLI
24.4982,1992,11,MLI
22.7834,1992,12,MLI
20.1276,1993,1,MLI
24.1416,1993,2,MLI
28.2229,1993,3,MLI
31.4446,1993,4,MLI
33.7122,1993,5,MLI
34.1178,1993,6,MLI
31.949,1993,7,MLI
30.9055,1993,8,MLI
30.81,1993,9,MLI
30.3935,1993,10,MLI
26.4007,1993,11,MLI
21.3306,1993,12,MLI
19.8794,1994,1,MLI
23.7751,1994,2,MLI
27.883,1994,3,MLI
31.0976,1994,4,MLI
33.2133,1994,5,MLI
33.8218,1994,6,MLI
31.8081,1994,7,MLI
29.8617,1994,8,MLI
29.1279,1994,9,MLI
28.8316,1994,10,MLI
25.9363,1994,11,MLI
21.4918,1994,12,MLI
19.3262,1995,1,MLI
23.3809,1995,2,MLI
27.9101,1995,3,MLI
31.1732,1995,4,MLI
33.855,1995,5,MLI
34.6347,1995,6,MLI
32.4703,1995,7,MLI
31.1165,1995,8,MLI
30.9668,1995,9,MLI
29.9897,1995,10,MLI
26.1149,1995,11,MLI
23.0145,1995,12,MLI
23.1943,1996,1,MLI
25.4784,1996,2,MLI
27.9347,1996,3,MLI
30.962,1996,4,MLI
32.6971,1996,5,MLI
33.7799,1996,6,MLI
32.5735,1996,7,MLI
30.8927,1996,8,MLI
30.8843,1996,9,MLI
29.9916,1996,10,MLI
25.0958,1996,11,MLI
23.1426,1996,12,MLI
23.2142,1997,1,MLI
23.9194,1997,2,MLI
26.3101,1997,3,MLI
30.3141,1997,4,MLI
33.5808,1997,5,MLI
33.4614,1997,6,MLI
32.7491,1997,7,MLI
31.5308,1997,8,MLI
31.4447,1997,9,MLI
30.5474,1997,10,MLI
26.8167,1997,11,MLI
23.0275,1997,12,MLI
22.0811,1998,1,MLI
26.2459,1998,2,MLI
27.7476,1998,3,MLI
32.8946,1998,4,MLI
34.0406,1998,5,MLI
34.0921,1998,6,MLI
33.0562,1998,7,MLI
31.1334,1998,8,MLI
29.8042,1998,9,MLI
30.2379,1998,10,MLI
26.1752,1998,11,MLI
22.4837,1998,12,MLI
21.8216,1999,1,MLI
22.2938,1999,2,MLI
28.2687,1999,3,MLI
31.8787,1999,4,MLI
34.0256,1999,5,MLI
34.2787,1999,6,MLI
31.8026,1999,7,MLI
29.3638,1999,8,MLI
30.094,1999,9,MLI
29.7922,1999,10,MLI
26.2102,1999,11,MLI
22.0788,1999,12,MLI
22.9226,2000,1,MLI
22.9064,2000,2,MLI
27.9875,2000,3,MLI
32.7155,2000,4,MLI
34.3084,2000,5,MLI
33.6713,2000,6,MLI
32.0807,2000,7,MLI
30.9741,2000,8,MLI
30.9441,2000,9,MLI
29.1359,2000,10,MLI
26.1045,2000,11,MLI
22.2108,2000,12,MLI
21.7371,2001,1,MLI
24.3716,2001,2,MLI
29.3269,2001,3,MLI
31.6613,2001,4,MLI
33.6418,2001,5,MLI
33.5147,2001,6,MLI
32.248,2001,7,MLI
30.9244,2001,8,MLI
30.6838,2001,9,MLI
30.1771,2001,10,MLI
26.3348,2001,11,MLI
24.0689,2001,12,MLI
21.7956,2002,1,MLI
24.3154,2002,2,MLI
28.3577,2002,3,MLI
31.2505,2002,4,MLI
34.1537,2002,5,MLI
34.2541,2002,6,MLI
32.824,2002,7,MLI
31.1839,2002,8,MLI
31.8323,2002,9,MLI
29.7912,2002,10,MLI
26.7517,2002,11,MLI
23.6745,2002,12,MLI
21.9063,2003,1,MLI
25.5117,2003,2,MLI
28.6709,2003,3,MLI
32.4519,2003,4,MLI
34.8827,2003,5,MLI
33.2885,2003,6,MLI
31.8494,2003,7,MLI
30.3822,2003,8,MLI
30.3966,2003,9,MLI
31.0029,2003,10,MLI
27.5984,2003,11,MLI
22.219,2003,12,MLI
22.2969,2004,1,MLI
25.6085,2004,2,MLI
27.1851,2004,3,MLI
31.9282,2004,4,MLI
33.6578,2004,5,MLI
33.9135,2004,6,MLI
31.445,2004,7,MLI
31.1713,2004,8,MLI
31.1117,2004,9,MLI
31.085,2004,10,MLI
26.7426,2004,11,MLI
23.7884,2004,12,MLI
21.2083,2005,1,MLI
25.1093,2005,2,MLI
29.4511,2005,3,MLI
32.7617,2005,4,MLI
34.7213,2005,5,MLI
33.7253,2005,6,MLI
31.9723,2005,7,MLI
31.0681,2005,8,MLI
31.4695,2005,9,MLI
30.7935,2005,10,MLI
26.7605,2005,11,MLI
23.1255,2005,12,MLI
21.2142,2006,1,MLI
23.9539,2006,2,MLI
28.6949,2006,3,MLI
31.8115,2006,4,MLI
33.3606,2006,5,MLI
34.1873,2006,6,MLI
32.8377,2006,7,MLI
30.9097,2006,8,MLI
31.0788,2006,9,MLI
30.4742,2006,10,MLI
26.107,2006,11,MLI
21.6174,2006,12,MLI
21.6375,2007,1,MLI
25.1882,2007,2,MLI
28.1154,2007,3,MLI
31.5086,2007,4,MLI
33.788,2007,5,MLI
34.7091,2007,6,MLI
32.1361,2007,7,MLI
30.5772,2007,8,MLI
30.9908,2007,9,MLI
30.6214,2007,10,MLI
27.4566,2007,11,MLI
22.0811,2007,12,MLI
19.5308,2008,1,MLI
23.578,2008,2,MLI
28.8099,2008,3,MLI
31.3845,2008,4,MLI
33.5231,2008,5,MLI
34.0825,2008,6,MLI
31.9233,2008,7,MLI
30.7546,2008,8,MLI
31.2402,2008,9,MLI
29.8101,2008,10,MLI
25.8377,2008,11,MLI
22.1241,2008,12,MLI
20.1134,2009,1,MLI
25.8077,2009,2,MLI
29.7848,2009,3,MLI
31.5368,2009,4,MLI
33.8738,2009,5,MLI
34.3478,2009,6,MLI
32.9596,2009,7,MLI
31.543,2009,8,MLI
30.5484,2009,9,MLI
30.2961,2009,10,MLI
25.6907,2009,11,MLI
24.1555,2009,12,MLI
23.3433,2010,1,MLI
27.0164,2010,2,MLI
29.728,2010,3,MLI
33.1127,2010,4,MLI
34.821,2010,5,MLI
34.059,2010,6,MLI
32.4605,2010,7,MLI
30.6996,2010,8,MLI
30.4423,2010,9,MLI
30.2615,2010,10,MLI
27.3428,2010,11,MLI
23.6847,2010,12,MLI
22.934,2011,1,MLI
23.5002,2011,2,MLI
30.0885,2011,3,MLI
31.8522,2011,4,MLI
34.4348,2011,5,MLI
34.3346,2011,6,MLI
32.6507,2011,7,MLI
31.0162,2011,8,MLI
31.1983,2011,9,MLI
30.3997,2011,10,MLI
26.985,2011,11,MLI
21.3387,2011,12,MLI
20.3755,2012,1,MLI
23.4946,2012,2,MLI
27.6253,2012,3,MLI
31.4466,2012,4,MLI
34.1415,2012,5,MLI
33.7676,2012,6,MLI
31.7714,2012,7,MLI
30.7622,2012,8,MLI
30.8632,2012,9,MLI
30.5483,2012,10,MLI
27.864,2012,11,MLI
22.5482,2012,12,MLI
21.5928,2013,1,MLI
24.5533,2013,2,MLI
29.6239,2013,3,MLI
31.5617,2013,4,MLI
33.92,2013,5,MLI
34.6662,2013,6,MLI
32.4992,2013,7,MLI
30.3724,2013,8,MLI
30.8802,2013,9,MLI
29.7825,2013,10,MLI
25.9851,2013,11,MLI
21.6157,2013,12,MLI
22.7381,2014,1,MLI
24.0982,2014,2,MLI
27.4938,2014,3,MLI
32.4196,2014,4,MLI
33.7126,2014,5,MLI
34.707,2014,6,MLI
32.7382,2014,7,MLI
31.0702,2014,8,MLI
30.736,2014,9,MLI
30.2707,2014,10,MLI
26.4151,2014,11,MLI
22.1357,2014,12,MLI
20.9795,2015,1,MLI
24.8925,2015,2,MLI
27.6319,2015,3,MLI
31.6798,2015,4,MLI
35.3688,2015,5,MLI
34.8287,2015,6,MLI
32.3511,2015,7,MLI
30.5322,2015,8,MLI
32.1935,2015,9,MLI
30.7292,2015,10,MLI
26.5192,2015,11,MLI
21.0909,2015,12,MLI
19.4163,1901,1,MRT
22.603,1901,2,MRT
23.5929,1901,3,MRT
27.8172,1901,4,MRT
30.4039,1901,5,MRT
33.3435,1901,6,MRT
33.2162,1901,7,MRT
32.4104,1901,8,MRT
30.7625,1901,9,MRT
28.3273,1901,10,MRT
23.9498,1901,11,MRT
18.8867,1901,12,MRT
20.2236,1902,1,MRT
22.7816,1902,2,MRT
25.0491,1902,3,MRT
28.7514,1902,4,MRT
31.4885,1902,5,MRT
32.7303,1902,6,MRT
33.4904,1902,7,MRT
33.034,1902,8,MRT
31.0739,1902,9,MRT
28.8771,1902,10,MRT
25.5591,1902,11,MRT
20.3361,1902,12,MRT
20.0623,1903,1,MRT
22.815,1903,2,MRT
25.0248,1903,3,MRT
27.923,1903,4,MRT
30.9838,1903,5,MRT
33.1289,1903,6,MRT
32.7331,1903,7,MRT
31.6494,1903,8,MRT
30.528,1903,9,MRT
29.7141,1903,10,MRT
24.8002,1903,11,MRT
19.9901,1903,12,MRT
19.7154,1904,1,MRT
21.3002,1904,2,MRT
24.7515,1904,3,MRT
27.4178,1904,4,MRT
31.0811,1904,5,MRT
33.4237,1904,6,MRT
33.229,1904,7,MRT
32.8233,1904,8,MRT
31.4249,1904,9,MRT
29.6569,1904,10,MRT
25.305,1904,11,MRT
20.8313,1904,12,MRT
20.1237,1905,1,MRT
20.6072,1905,2,MRT
24.5528,1905,3,MRT
28.7402,1905,4,MRT
30.8251,1905,5,MRT
33.1307,1905,6,MRT
33.3929,1905,7,MRT
31.8719,1905,8,MRT
30.5846,1905,9,MRT
29.1734,1905,10,MRT
24.4441,1905,11,MRT
20.5524,1905,12,MRT
20.4422,1906,1,MRT
20.4351,1906,2,MRT
25.4847,1906,3,MRT
28.0912,1906,4,MRT
30.71,1906,5,MRT
32.9453,1906,6,MRT
32.5195,1906,7,MRT
31.2961,1906,8,MRT
30.8566,1906,9,MRT
29.2819,1906,10,MRT
24.6497,1906,11,MRT
19.4103,1906,12,MRT
19.2004,1907,1,MRT
20.2065,1907,2,MRT
23.4154,1907,3,MRT
26.6516,1907,4,MRT
30.3799,1907,5,MRT
32.2826,1907,6,MRT
33.5689,1907,7,MRT
32.0001,1907,8,MRT
31.4258,1907,9,MRT
29.3891,1907,10,MRT
24.4696,1907,11,MRT
20.4207,1907,12,MRT
20.3593,1908,1,MRT
21.5947,1908,2,MRT
24.6445,1908,3,MRT
27.7119,1908,4,MRT
31.5575,1908,5,MRT
33.4199,1908,6,MRT
33.364,1908,7,MRT
31.7107,1908,8,MRT
31.605,1908,9,MRT
29.6244,1908,10,MRT
25.3906,1908,11,MRT
20.9902,1908,12,MRT
20.1906,1909,1,MRT
22.7678,1909,2,MRT
26.2445,1909,3,MRT
28.3377,1909,4,MRT
31.779,1909,5,MRT
32.2152,1909,6,MRT
32.5922,1909,7,MRT
31.3292,1909,8,MRT
30.9863,1909,9,MRT
29.318,1909,10,MRT
25.3479,1909,11,MRT
21.1326,1909,12,MRT
19.0094,1910,1,MRT
21.7966,1910,2,MRT
25.0288,1910,3,MRT
27.086,1910,4,MRT
30.6337,1910,5,MRT
33.1249,1910,6,MRT
32.6478,1910,7,MRT
31.8273,1910,8,MRT
31.4058,1910,9,MRT
29.4264,1910,10,MRT
25.646,1910,11,MRT
20.9307,1910,12,MRT
19.3617,1911,1,MRT
21.6414,1911,2,MRT
23.7608,1911,3,MRT
27.9544,1911,4,MRT
30.2886,1911,5,MRT
32.2979,1911,6,MRT
32.8518,1911,7,MRT
32.0358,1911,8,MRT
31.6005,1911,9,MRT
29.53,1911,10,MRT
24.1304,1911,11,MRT
20.1677,1911,12,MRT
19.9662,1912,1,MRT
23.9024,1912,2,MRT
25.7709,1912,3,MRT
28.3199,1912,4,MRT
31.6925,1912,5,MRT
33.5238,1912,6,MRT
32.8759,1912,7,MRT
31.7486,1912,8,MRT
31.0105,1912,9,MRT
28.6493,1912,10,MRT
24.0956,1912,11,MRT
20.5213,1912,12,MRT
20.5634,1913,1,MRT
22.3368,1913,2,MRT
23.6861,1913,3,MRT
27.3908,1913,4,MRT
29.559,1913,5,MRT
33.6918,1913,6,MRT
33.659,1913,7,MRT
32.3636,1913,8,MRT
31.0887,1913,9,MRT
29.2201,1913,10,MRT
24.0073,1913,11,MRT
20.3881,1913,12,MRT
19.7588,1914,1,MRT
20.6552,1914,2,MRT
25.0541,1914,3,MRT
27.9656,1914,4,MRT
31.8241,1914,5,MRT
32.7297,1914,6,MRT
32.8501,1914,7,MRT
31.6517,1914,8,MRT
30.58,1914,9,MRT
28.9976,1914,10,MRT
24.6083,1914,11,MRT
19.6064,1914,12,MRT
19.0302,1915,1,MRT
20.579,1915,2,MRT
24.4223,1915,3,MRT
26.2207,1915,4,MRT
30.6631,1915,5,MRT
32.9851,1915,6,MRT
33.9025,1915,7,MRT
32.4678,1915,8,MRT
31.2248,1915,9,MRT
28.4178,1915,10,MRT
24.1106,1915,11,MRT
20.2529,1915,12,MRT
18.4608,1916,1,MRT
19.908,1916,2,MRT
23.2686,1916,3,MRT
25.8522,1916,4,MRT
30.002,1916,5,MRT
32.7284,1916,6,MRT
33.3324,1916,7,MRT
31.8792,1916,8,MRT
30.043,1916,9,MRT
28.6406,1916,10,MRT
23.9076,1916,11,MRT
21.0388,1916,12,MRT
20.0564,1917,1,MRT
20.4081,1917,2,MRT
22.9874,1917,3,MRT
25.7847,1917,4,MRT
29.3191,1917,5,MRT
31.7993,1917,6,MRT
33.459,1917,7,MRT
32.3506,1917,8,MRT
30.7825,1917,9,MRT
27.1264,1917,10,MRT
22.4911,1917,11,MRT
20.3106,1917,12,MRT
20.3109,1918,1,MRT
19.2852,1918,2,MRT
21.6641,1918,3,MRT
25.601,1918,4,MRT
29.624,1918,5,MRT
33.2241,1918,6,MRT
33.1037,1918,7,MRT
30.8729,1918,8,MRT
30.2018,1918,9,MRT
27.8383,1918,10,MRT
23.5964,1918,11,MRT
20.5944,1918,12,MRT
20.5617,1919,1,MRT
23.2048,1919,2,MRT
25.4624,1919,3,MRT
26.7224,1919,4,MRT
30.4678,1919,5,MRT
33.2395,1919,6,MRT
33.0841,1919,7,MRT
32.7504,1919,8,MRT
31.2583,1919,9,MRT
29.6361,1919,10,MRT
25.2658,1919,11,MRT
20.2238,1919,12,MRT
19.7217,1920,1,MRT
20.2895,1920,2,MRT
23.6724,1920,3,MRT
27.3161,1920,4,MRT
29.7746,1920,5,MRT
32.6497,1920,6,MRT
32.598,1920,7,MRT
31.4808,1920,8,MRT
30.4998,1920,9,MRT
28.5729,1920,10,MRT
23.6541,1920,11,MRT
20.4843,1920,12,MRT
20.6378,1921,1,MRT
21.2888,1921,2,MRT
23.7001,1921,3,MRT
26.846,1921,4,MRT
30.4752,1921,5,MRT
33.1876,1921,6,MRT
32.9994,1921,7,MRT
32.4766,1921,8,MRT
31.0416,1921,9,MRT
29.2365,1921,10,MRT
23.9176,1921,11,MRT
19.8788,1921,12,MRT
19.6017,1922,1,MRT
22.2741,1922,2,MRT
23.968,1922,3,MRT
27.5396,1922,4,MRT
30.8935,1922,5,MRT
32.2278,1922,6,MRT
33.0069,1922,7,MRT
31.2294,1922,8,MRT
29.4455,1922,9,MRT
28.4718,1922,10,MRT
24.2381,1922,11,MRT
19.3627,1922,12,MRT
17.8515,1923,1,MRT
21.4278,1923,2,MRT
24.5609,1923,3,MRT
25.6606,1923,4,MRT
31.257,1923,5,MRT
33.0339,1923,6,MRT
33.23,1923,7,MRT
32.3605,1923,8,MRT
31.0777,1923,9,MRT
30.2018,1923,10,MRT
25.0466,1923,11,MRT
21.6631,1923,12,MRT
20.6804,1924,1,MRT
22.1115,1924,2,MRT
25.9454,1924,3,MRT
28.2477,1924,4,MRT
32.4549,1924,5,MRT
32.4727,1924,6,MRT
33.0098,1924,7,MRT
32.3509,1924,8,MRT
31.2492,1924,9,MRT
28.416,1924,10,MRT
24.5215,1924,11,MRT
19.4409,1924,12,MRT
18.4297,1925,1,MRT
22.1967,1925,2,MRT
24.485,1925,3,MRT
27.645,1925,4,MRT
31.1416,1925,5,MRT
33.1194,1925,6,MRT
33.2617,1925,7,MRT
32.9129,1925,8,MRT
31.2774,1925,9,MRT
28.2546,1925,10,MRT
24.1757,1925,11,MRT
22.287,1925,12,MRT
21.6824,1926,1,MRT
22.299,1926,2,MRT
24.566,1926,3,MRT
28.5725,1926,4,MRT
31.3991,1926,5,MRT
33.5203,1926,6,MRT
33.8111,1926,7,MRT
32.6902,1926,8,MRT
32.2903,1926,9,MRT
30.1912,1926,10,MRT
22.6544,1926,11,MRT
20.631,1926,12,MRT
19.0528,1927,1,MRT
20.2836,1927,2,MRT
25.8439,1927,3,MRT
27.865,1927,4,MRT
31.9309,1927,5,MRT
33.3041,1927,6,MRT
33.0758,1927,7,MRT
31.4863,1927,8,MRT
30.4315,1927,9,MRT
29.5006,1927,10,MRT
24.417,1927,11,MRT
20.5721,1927,12,MRT
17.5798,1928,1,MRT
20.4944,1928,2,MRT
25.457,1928,3,MRT
27.6019,1928,4,MRT
30.5756,1928,5,MRT
34.1191,1928,6,MRT
34.0861,1928,7,MRT
32.0556,1928,8,MRT
31.3488,1928,9,MRT
28.9776,1928,10,MRT
23.2093,1928,11,MRT
19.1868,1928,12,MRT
20.7598,1929,1,MRT
21.5976,1929,2,MRT
24.2526,1929,3,MRT
28.6364,1929,4,MRT
29.2282,1929,5,MRT
33.1467,1929,6,MRT
33.4555,1929,7,MRT
31.9834,1929,8,MRT
30.3391,1929,9,MRT
28.83,1929,10,MRT
23.1982,1929,11,MRT
19.6862,1929,12,MRT
18.8603,1930,1,MRT
20.6095,1930,2,MRT
23.1129,1930,3,MRT
27.0783,1930,4,MRT
30.0645,1930,5,MRT
32.8298,1930,6,MRT
32.9821,1930,7,MRT
32.5002,1930,8,MRT
31.6867,1930,9,MRT
30.2611,1930,10,MRT
25.9123,1930,11,MRT
20.4169,1930,12,MRT
20.7869,1931,1,MRT
21.5755,1931,2,MRT
24.1552,1931,3,MRT
28.465,1931,4,MRT
31.78,1931,5,MRT
32.4574,1931,6,MRT
